300	2
0.00956781	32.4188	
0.00638341	54.7232	
0.00776844	56.0531	
0.0080957	55.2012	
0.00786858	55.0581	
0.0077498	53.1383	
0.00774074	50.1518	
0.00769027	49.1589	
0.00763983	48.8149	
0.00761942	48.1341	
0.00759259	47.8255	
0.00756896	47.7022	
0.00771559	45.0125	
0.00771307	44.1906	
0.00771596	43.4292	
0.00771135	43.2787	
0.00771275	43.3408	
0.00770048	42.8053	
0.00770679	42.2471	
0.0077098	41.6671	
0.00771035	41.7754	
0.00770012	41.5999	
0.00770177	41.6763	
0.00769995	41.5985	
0.00770912	41.4906	
0.00768669	40.5205	
0.00768574	40.0582	
0.00770649	40.3316	
0.00768242	39.8231	
0.0076869	39.5086	
0.00771422	39.0576	
0.00768193	38.6254	
0.00768265	38.5833	
0.00773254	39.0561	
0.00750789	40.9592	
0.00750832	40.6926	
0.00771565	37.539	
0.00750458	38.8903	
0.00750392	38.2838	
0.00770065	34.6352	
0.00765981	33.4716	
0.00766067	32.9312	
0.00769925	33.0415	
0.00765591	32.932	
0.00765618	32.9374	
0.00770475	33.0529	
0.00748536	35.554	
0.00748565	35.5758	
0.00768968	33.09	
0.00747881	35.5817	
0.00747867	35.5974	
0.00767849	33.1338	
0.00746935	35.609	
0.00746808	35.621	
0.00766347	33.1858	
0.007457	35.6412	
0.0074551	35.6623	
0.00764155	33.2538	
0.00743981	35.7202	
0.00743212	35.7523	
0.00759609	33.3661	
0.00738359	35.8835	
0.0073613	35.9453	
0.00751194	33.5202	
0.00747868	33.4641	
0.00746769	33.5032	
0.00747226	33.7325	
0.00726118	36.3309	
0.00724685	36.4109	
0.00740099	33.9221	
0.00722185	36.5435	
0.00719226	36.7201	
0.00718058	36.8928	
0.00716514	36.876	
0.00714203	37.0253	
0.00712846	37.2013	
0.00711731	37.2245	
0.00709376	37.3372	
0.00707629	37.4467	
0.00707019	37.4919	
0.00706351	37.5366	
0.00704999	37.5507	
0.00702973	37.6937	
0.00702002	37.7477	
0.00701336	37.6932	
0.0070216	37.3272	
0.00707557	36.5389	
0.00709859	36.1968	
0.00711029	36.0151	
0.0071177	35.8155	
0.0071227	35.7616	
0.00712745	35.7389	
0.00712597	35.5827	
0.00713021	35.4982	
0.00713916	35.5322	
0.00713256	35.471	
0.00713276	35.4635	
0.00715714	35.5988	
0.00713196	35.4309	
0.007133	35.4278	
0.00716036	35.5053	
0.00713686	35.3844	
0.00713755	35.3618	
0.00716173	35.4839	
0.00713793	35.3506	
0.00713829	35.3543	
0.00716655	35.4808	
0.00713841	35.3541	
0.00713844	35.3556	
0.00716765	35.4683	
0.00713891	35.3486	
0.0071392	35.353	
0.00716891	35.456	
0.00713891	35.3374	
0.00713989	35.3512	
0.00717008	35.453	
0.00714044	35.3426	
0.0071403	35.3431	
0.00717074	35.4419	
0.0071411	35.343	
0.0071414	35.3514	
0.00717318	35.4506	
0.0071416	35.3408	
0.00714107	35.3515	
0.00717441	35.4545	
0.00714193	35.357	
0.00714098	35.3736	
0.00717448	35.4872	
0.00714006	35.3971	
0.00713713	35.4441	
0.00715016	35.9842	
0.00711952	35.7894	
0.00710523	36.0002	
0.00713036	35.4841	
0.00711388	35.121	
0.00711418	35.1128	
0.00714282	35.3869	
0.00711328	35.1104	
0.00711529	35.0882	
0.00714183	35.3801	
0.00711389	35.0724	
0.0071145	35.0004	
0.00714144	35.198	
0.00711318	34.8148	
0.00711618	34.5633	
0.00713213	34.3134	
0.00711896	34.0758	
0.00711982	34.0712	
0.00714201	34.3584	
0.00711937	34.0004	
0.0071203	33.9877	
0.00714092	34.2673	
0.00712014	33.9672	
0.00712036	33.9385	
0.00713649	34.0646	
0.00711864	33.8043	
0.00711783	33.6831	
0.00712707	33.8036	
0.0071164	33.5688	
0.00711615	33.562	
0.00713151	33.8817	
0.00711521	33.5407	
0.00711566	33.5333	
0.0071293	33.8324	
0.00711544	33.5438	
0.00711614	33.5409	
0.00712859	33.8437	
0.00711473	33.5363	
0.00711583	33.5407	
0.00712753	33.8343	
0.00711452	33.5402	
0.00711503	33.5353	
0.00712565	33.8399	
0.00711289	33.5326	
0.00711361	33.5305	
0.00711927	33.8552	
0.007108	33.5313	
0.00710697	33.528	
0.00711444	33.8943	
0.00710263	33.5665	
0.0071034	33.5617	
0.00711494	33.9022	
0.00710229	33.5508	
0.00710361	33.5315	
0.00711487	33.8681	
0.00710323	33.5195	
0.00710476	33.4808	
0.00712227	33.7014	
0.00711131	33.3318	
0.00711731	33.2347	
0.0071292	33.45	
0.00711829	33.179	
0.00711951	33.1907	
0.00713653	33.5278	
0.00711874	33.1676	
0.00711928	33.155	
0.00713451	33.455	
0.00711851	33.1496	
0.00711973	33.1441	
0.00713479	33.4662	
0.00711912	33.1324	
0.00711974	33.1054	
0.00713756	33.3035	
0.00712315	33.0117	
0.00712498	32.9443	
0.00713877	33.2123	
0.00712557	32.9175	
0.00712695	32.8865	
0.00714858	33.1016	
0.00713202	32.756	
0.00713506	32.6573	
0.0071556	32.7608	
0.00714188	32.4878	
0.00714357	32.4441	
0.00716349	32.7332	
0.00714328	32.4157	
0.00714408	32.4047	
0.00716387	32.6185	
0.00714516	32.3503	
0.00714667	32.3272	
0.00716182	32.4779	
0.00714805	32.2578	
0.00714877	32.2566	
0.00716793	32.5138	
0.00714779	32.2382	
0.00714835	32.2381	
0.00716666	32.4789	
0.00714769	32.2297	
0.00714781	32.2276	
0.0071653	32.4636	
0.00714741	32.2247	
0.00714726	32.2169	
0.00716567	32.4569	
0.00714729	32.2191	
0.00714753	32.2153	
0.00716685	32.454	
0.00714732	32.2123	
0.00714766	32.2108	
0.00716566	32.4399	
0.00714683	32.2079	
0.00714722	32.2056	
0.00716544	32.4384	
0.00714622	32.1995	
0.0071468	32.2009	
0.0071654	32.4425	
0.00714566	32.1923	
0.00714611	32.1915	
0.00716554	32.4478	
0.00714547	32.1919	
0.00714623	32.197	
0.0071656	32.4536	
0.00714606	32.2018	
0.00714526	32.1883	
0.00716501	32.4539	
0.00714472	32.1873	
0.0071439	32.1749	
0.00716334	32.4453	
0.00714443	32.1903	
0.00714376	32.1793	
0.00716133	32.442	
0.00714213	32.1705	
0.00714303	32.1791	
0.0071567	32.4414	
0.00713968	32.1862	
0.00713835	32.19	
0.00714992	32.4564	
0.00713472	32.2119	
0.00713411	32.2164	
0.00715361	32.4639	
0.0071337	32.2224	
0.00713357	32.2219	
0.00715163	32.4144	
0.0071325	32.2048	
0.00713188	32.1767	
0.0071434	32.2475	
0.00712588	31.981	
0.00712643	31.9782	
0.00714154	32.238	
0.00712646	31.9848	
0.00712604	31.9764	
0.00714193	32.2533	
0.00712591	31.9844	
0.00712583	31.9759	
0.00714178	32.2425	
0.00712567	31.9839	
0.00712559	31.9748	
0.00714211	32.2492	
0.00712541	31.9813	
0.00712534	31.9722	
0.00714239	32.2473	
0.00712415	31.9675	
0.00712513	31.9698	
0.00714144	32.2297	
0.00712369	31.9612	
0.00712487	31.9662	
0.00714205	32.2288	
0.00712355	31.9592	
0.00712343	31.9441	
0.00714107	32.2132	
0.00712442	31.9696	
