300	2
0.00822926	5783.41	
0.0076231	5783.35	
0.00679866	5735.41	
0.00705934	5735.54	
0.00727265	5735.65	
0.00744625	5735.74	
0.00758578	5735.82	
0.0076771	5735.88	
0.00772651	5735.91	
0.00775912	5735.93	
0.00778012	5735.95	
0.00779799	5735.97	
0.00781391	5735.98	
0.00782913	5736	
0.00784324	5736.01	
0.00785685	5736.02	
0.00786919	5736.03	
0.00788049	5736.05	
0.0078905	5736.06	
0.00789937	5736.07	
0.0079066	5736.07	
0.00791309	5736.08	
0.00791822	5736.09	
0.00792249	5736.09	
0.00792593	5736.1	
0.00792852	5736.1	
0.0079305	5736.1	
0.00793218	5736.11	
0.0079334	5736.11	
0.00793429	5736.11	
0.00793483	5736.11	
0.00793526	5736.11	
0.00793564	5736.11	
0.00793579	5736.11	
0.00793579	5736.11	
0.00793568	5736.11	
0.00793578	5736.11	
0.00793558	5736.11	
0.00793535	5736.11	
0.00793506	5736.11	
0.00793483	5736.11	
0.00793462	5736.11	
0.00793449	5736.11	
0.00793432	5736.11	
0.0079341	5736.11	
0.00793395	5736.11	
0.00793378	5736.11	
0.0079336	5736.11	
0.00793337	5736.11	
0.00793328	5736.11	
0.00793316	5736.11	
0.00793298	5736.11	
0.00793301	5736.11	
0.00793293	5736.11	
0.00793286	5736.11	
0.00793279	5736.11	
0.00793263	5736.11	
0.00793245	5736.11	
0.00793241	5736.11	
0.0079324	5736.11	
0.00793228	5736.11	
0.00793216	5736.11	
0.0079321	5736.11	
0.00793199	5736.11	
0.00793203	5736.11	
0.00793194	5736.11	
0.00793189	5736.11	
0.00793174	5736.11	
0.00793167	5736.11	
0.00793171	5736.11	
0.00793163	5736.11	
0.0079316	5736.11	
0.00793159	5736.11	
0.00793154	5736.11	
0.00793144	5736.11	
0.0079314	5736.11	
0.00793139	5736.11	
0.00793132	5736.11	
0.00793129	5736.11	
0.00793133	5736.11	
0.0079313	5736.11	
0.00793128	5736.11	
0.00793125	5736.11	
0.00793123	5736.11	
0.00793121	5736.11	
0.00793119	5736.11	
0.00793117	5736.11	
0.00793115	5736.11	
0.00793114	5736.11	
0.00793113	5736.11	
0.00793111	5736.11	
0.0079311	5736.11	
0.00793108	5736.11	
0.00793107	5736.11	
0.00793106	5736.11	
0.00793102	5736.11	
0.00793101	5736.11	
0.007931	5736.11	
0.007931	5736.11	
0.00793099	5736.11	
0.00793098	5736.11	
0.00793098	5736.11	
0.00793097	5736.11	
0.00793096	5736.11	
0.00793085	5736.11	
0.00793085	5736.11	
0.00793084	5736.11	
0.00793083	5736.11	
0.00793083	5736.11	
0.00793083	5736.11	
0.00793082	5736.11	
0.00793082	5736.11	
0.00793082	5736.11	
0.00793082	5736.11	
0.00793081	5736.11	
0.00793081	5736.11	
0.00793082	5736.11	
0.00793082	5736.11	
0.00793082	5736.11	
0.00793082	5736.11	
0.00793081	5736.11	
0.00793081	5736.11	
0.00793082	5736.11	
0.0079308	5736.11	
0.00793081	5736.11	
0.00793081	5736.11	
0.00793082	5736.11	
0.00793082	5736.11	
0.00793081	5736.11	
0.00793081	5736.11	
0.00793081	5736.11	
0.00793081	5736.11	
0.00793081	5736.11	
0.00793081	5736.11	
0.00793081	5736.11	
0.00793081	5736.11	
0.00793081	5736.11	
0.00793081	5736.11	
0.00793081	5736.11	
0.00793081	5736.11	
0.00793081	5736.11	
0.00793081	5736.11	
0.00793081	5736.11	
0.00793081	5736.11	
0.00793082	5736.11	
0.00793082	5736.11	
0.00793082	5736.11	
0.00793082	5736.11	
0.00793082	5736.11	
0.00793082	5736.11	
0.00793082	5736.11	
0.00793082	5736.11	
0.00793082	5736.11	
0.00793082	5736.11	
0.00793082	5736.11	
0.00793082	5736.11	
0.00793082	5736.11	
