200	4
3.5393	1.48356	3.30804	33.386	
4.34445	1.50444	3.25146	34.4743	
4.20729	1.55487	3.34828	35.7971	
4.17312	1.62167	3.49721	37.2817	
4.14908	1.69964	3.67754	38.8747	
4.10079	1.78572	3.87915	40.5129	
4.09901	1.87883	4.08993	42.2294	
4.20012	1.97787	4.30931	43.9746	
4.26957	2.08421	4.54252	45.7957	
4.34296	2.19828	4.79082	47.7313	
4.32551	2.32134	5.05899	49.7512	
4.37948	2.4551	5.34119	51.8302	
4.37248	2.5973	5.64363	53.9608	
4.44936	2.75272	5.95722	56.1302	
4.40763	2.91832	6.2881	58.3585	
4.49551	3.09383	6.63446	60.6296	
4.44104	3.29001	7.01227	63.0143	
4.37366	3.50107	7.41005	65.4252	
4.45882	3.72286	7.82342	67.8957	
4.42275	3.96644	8.26574	70.5064	
4.29673	4.22807	8.73608	73.2215	
4.39364	4.50526	9.21783	75.9417	
4.35553	4.81157	9.73685	78.8664	
4.33165	5.14023	10.3	81.9353	
4.26692	5.48157	10.872	85.0505	
4.46054	5.82878	11.4532	88.215	
4.22446	6.21073	12.0928	91.6806	
4.36642	6.62049	12.765	95.1936	
4.24633	7.07297	13.478	98.945	
4.30211	7.54193	14.2318	102.802	
4.30415	8.04675	15.0498	106.949	
4.33675	8.59539	15.9064	111.206	
4.31311	9.15406	16.7818	115.535	
4.42433	9.73469	17.6798	119.955	
4.50303	10.3445	18.6361	124.67	
4.39948	11.0202	19.6632	129.706	
4.31494	11.762	20.7594	134.937	
4.42939	12.5217	21.9021	140.254	
4.54464	13.2968	23.0834	145.755	
4.53505	14.1253	24.3424	151.579	
1.27966	15.0011	25.6766	157.739	
1.02581	15.1194	25.506	153.997	
0.89913	15.0802	25.3099	151.63	
0.844817	15.0585	25.1865	150.188	
0.817329	15.0156	25.0783	149.195	
0.808418	15.0447	25.049	148.776	
0.799197	15.035	24.9981	148.437	
0.798952	15.0721	25.0058	148.367	
0.794892	15.0757	24.9928	148.27	
0.796664	15.1089	25.0127	148.326	
0.793879	15.1086	25.0035	148.277	
0.794984	15.1358	25.0221	148.347	
0.792588	15.14	25.0183	148.319	
0.795217	15.1651	25.0356	148.385	
0.790243	15.1533	25.0225	148.314	
0.789986	15.1663	25.0325	148.346	
0.788194	15.1824	25.0374	148.365	
0.78809	15.1841	25.0412	148.368	
0.783879	15.1846	25.035	148.349	
0.784547	15.1923	25.045	148.39	
0.782301	15.1963	25.0415	148.38	
0.783288	15.1926	25.0472	148.409	
0.781128	15.1833	25.0391	148.38	
0.780592	15.1557	25.0301	148.331	
0.787235	15.1598	25.0369	148.326	
0.787558	15.1573	25.0344	148.301	
0.784948	15.156	25.0314	148.31	
0.787853	15.1735	25.0463	148.374	
0.783937	15.1568	25.0316	148.316	
0.783081	15.1664	25.0389	148.352	
0.783638	15.1746	25.0436	148.388	
0.782891	15.1704	25.0397	148.365	
0.780256	15.1582	25.0291	148.332	
0.781899	15.1712	25.0368	148.366	
0.781045	15.147	25.0179	148.261	
0.781969	15.1522	25.0205	148.272	
0.784744	15.1656	25.0247	148.294	
0.784682	15.1481	25.0166	148.26	
0.784857	15.1488	25.0134	148.257	
0.786118	15.1615	25.0204	148.285	
0.788247	15.1648	25.0189	148.286	
0.786823	15.1669	25.018	148.285	
0.786572	15.1742	25.0192	148.293	
0.7835	15.1637	25.0098	148.259	
0.783242	15.1709	25.013	148.278	
0.782388	15.1682	25.0103	148.269	
0.781574	15.1677	25.0097	148.272	
0.782152	15.1737	25.0118	148.284	
0.781656	15.1639	25.0081	148.27	
0.779997	15.1543	24.9997	148.235	
0.779436	15.1542	25.0011	148.251	
0.77982	15.1299	24.9847	148.152	
0.78063	15.1373	24.9895	148.185	
0.778512	15.1313	24.9808	148.153	
0.778195	15.1377	24.9858	148.186	
0.774858	15.131	24.9748	148.142	
0.775581	15.1451	24.9832	148.195	
0.772552	15.1337	24.9702	148.137	
0.775104	15.1436	24.9798	148.177	
0.771286	15.1164	24.9602	148.091	
0.772682	15.1127	24.9625	148.077	
0.76967	15.0872	24.9444	147.971	
0.773801	15.112	24.9627	148.053	
0.768852	15.0839	24.9411	147.957	
0.771716	15.1064	24.9575	148.034	
0.768339	15.0863	24.9433	147.969	
0.771503	15.1067	24.9586	148.044	
0.768408	15.0888	24.9449	147.974	
0.769503	15.1018	24.9544	148.028	
0.768182	15.0919	24.9469	147.99	
0.769581	15.103	24.9555	148.037	
0.765693	15.0842	24.9409	147.97	
0.769604	15.1101	24.9597	148.057	
0.765286	15.086	24.9417	147.975	
0.76727	15.1048	24.9544	148.038	
0.765911	15.0934	24.9462	147.996	
0.767902	15.1065	24.9556	148.043	
0.766538	15.0941	24.9464	147.997	
0.767904	15.1043	24.9544	148.042	
0.766214	15.0939	24.9473	147.997	
0.768938	15.1092	24.9571	148.051	
0.765674	15.0901	24.9447	147.989	
0.767757	15.1071	24.9565	148.05	
0.766949	15.0976	24.9501	148.008	
0.767774	15.105	24.955	148.046	
0.766403	15.096	24.9493	148.006	
0.76821	15.1076	24.9562	148.05	
0.765187	15.0913	24.9457	147.995	
0.769663	15.1153	24.9628	148.075	
0.765222	15.089	24.9441	147.989	
0.768284	15.1114	24.9598	148.062	
0.765641	15.0929	24.9466	148.002	
0.767575	15.1088	24.9576	148.056	
0.76531	15.0939	24.9474	148.004	
0.769014	15.1133	24.9618	148.074	
0.766384	15.0941	24.9472	148.001	
0.767535	15.1063	24.956	148.05	
0.764771	15.0911	24.9455	148	
0.769362	15.1158	24.9631	148.077	
0.764903	15.0883	24.9434	147.991	
0.76857	15.1131	24.9613	148.073	
0.764793	15.091	24.9452	147.996	
0.768123	15.1122	24.9601	148.066	
0.76483	15.0907	24.9451	148	
0.7683	15.1128	24.9604	148.069	
0.764506	15.0896	24.9444	147.997	
0.769125	15.1156	24.9633	148.082	
0.765143	15.0906	24.9444	147.994	
0.766402	15.1063	24.9553	148.05	
0.765691	15.0979	24.9504	148.02	
0.766667	15.1056	24.955	148.052	
0.766131	15.0985	24.9509	148.019	
0.767311	15.1058	24.9553	148.055	
0.765834	15.0967	24.9496	148.014	
0.766116	15.1034	24.9528	148.043	
0.766432	15.1006	24.9526	148.028	
0.766694	15.1037	24.9533	148.048	
0.765211	15.0957	24.9487	148.012	
0.767274	15.1083	24.9565	148.06	
0.765204	15.0949	24.948	148.009	
0.766604	15.1065	24.9548	148.052	
0.765024	15.0956	24.9487	148.015	
0.768383	15.1118	24.9589	148.07	
0.76493	15.0912	24.9454	148.001	
0.766071	15.1058	24.9542	148.05	
0.765774	15.0991	24.9513	148.026	
0.766735	15.1057	24.9541	148.052	
0.764507	15.0935	24.9466	148.007	
0.767802	15.1121	24.9598	148.074	
0.764791	15.093	24.9459	148.004	
0.76709	15.1093	24.9573	148.062	
0.765777	15.0962	24.9481	148.015	
0.766989	15.1063	24.9553	148.056	
0.764154	15.0914	24.945	148.003	
0.769016	15.1163	24.9627	148.085	
0.764509	15.0894	24.9437	147.997	
0.767258	15.1109	24.9584	148.066	
0.764839	15.0937	24.9462	148.009	
0.767243	15.1103	24.958	148.067	
0.765288	15.0953	24.9472	148.01	
0.768678	15.1128	24.9604	148.077	
0.764541	15.0893	24.9429	147.994	
0.767227	15.1103	24.9573	148.063	
0.765497	15.096	24.9485	148.017	
0.767897	15.1098	24.9571	148.066	
0.764386	15.0916	24.9449	148.002	
0.767912	15.1134	24.9598	148.072	
0.764437	15.0913	24.9448	148.005	
0.768259	15.1146	24.9612	148.079	
0.764549	15.0911	24.944	148	
0.767702	15.1123	24.9593	148.073	
0.764895	15.0943	24.9467	148.009	
0.767009	15.1098	24.9566	148.062	
0.765486	15.0967	24.9489	148.02	
0.768104	15.1109	24.9577	148.068	
0.764382	15.0909	24.9442	148	
0.767875	15.1137	24.9599	148.074	
0.764212	15.091	24.9442	148.004	
0.769013	15.1174	24.9634	148.088	
0.764401	15.0895	24.9428	147.996	
