300	2
0.0104305	143.883	
0.00879674	152.047	
0.007827	164.397	
0.00723294	185.112	
0.00738898	193.623	
0.00805799	180.126	
0.00820775	182.597	
0.00808166	175.678	
0.00803777	174.421	
0.00802186	172.661	
0.00784576	185.567	
0.0080018	172.436	
0.00799849	172.559	
0.00778033	181.678	
0.0079443	168.632	
0.00794921	168.757	
0.00797658	171.551	
0.00773143	177.568	
0.00792846	167.967	
0.00771174	176.132	
0.00791974	166.794	
0.00771786	175.917	
0.00773853	177.437	
0.00773029	176.986	
0.0076931	174.23	
0.00786249	164.613	
0.00773848	181.505	
0.00768168	174.462	
0.00766517	173.717	
0.00763029	172.086	
0.00785994	165.268	
0.00762738	170.2	
0.00764518	181.336	
0.00781324	163.288	
0.00758788	168.54	
0.00760721	171.396	
0.00755579	168.779	
0.00754119	166.798	
0.00760279	179.574	
0.00788982	162.973	
0.00754948	166.929	
0.00776849	160.875	
0.00786338	159.993	
0.00755821	167.506	
0.00756498	167.624	
0.00744879	163.506	
0.00753107	165.232	
0.00752082	165.599	
0.00753916	166.037	
0.00775688	157.126	
0.00751387	164.122	
0.00750676	163.038	
0.00778975	160.002	
0.00754489	164.001	
0.0075192	164.087	
0.00751491	164.528	
0.00778183	160.753	
0.00752057	162.619	
0.00751491	163.563	
0.00751944	164.142	
0.00750449	162.716	
0.00750088	163.76	
0.00774207	157.197	
0.0075335	165.675	
0.00751201	163.891	
0.00773892	158.459	
0.00749431	163.176	
0.00771826	157.055	
0.0075036	163.333	
0.00752571	164.355	
0.00747985	162.448	
0.00747883	160.073	
0.00751059	163.319	
0.00782953	158.856	
0.0074868	161.831	
0.00749444	160.822	
0.00777612	155.805	
0.00774931	157.568	
0.00749569	162.679	
0.00774441	155.401	
0.00773445	154.157	
0.00774828	157.373	
0.00747616	161.609	
0.00748393	160.227	
0.0075034	161.856	
0.0078244	157.025	
0.00748681	162.116	
0.00747647	161.029	
0.00746839	159.794	
0.00775377	154.464	
0.00745133	160.835	
0.0075106	162.768	
0.00749035	160.707	
0.00771715	155.103	
0.00745275	160.435	
0.00749223	160.493	
0.00749826	160.959	
0.00748542	160.708	
0.00747001	159.818	
0.00748333	160.416	
0.00744689	157.676	
0.00748868	161.039	
0.0075198	161.632	
0.00749251	158.007	
0.00751037	161.931	
0.0074641	158.852	
0.00748966	160.911	
0.00748006	161.084	
0.00750072	160.468	
0.00743099	159.685	
0.00749594	159.102	
0.00746403	159.08	
0.00748276	159.343	
0.00745105	156.561	
0.0074349	156.747	
0.00770669	154.02	
0.00775878	155.474	
0.00750366	159.892	
0.00772954	153.272	
0.00748475	158.47	
0.00768697	153.775	
0.00746318	158.06	
0.00745528	159.34	
0.00747313	158.512	
0.00744502	157.735	
0.00746235	158.302	
0.00768407	153.207	
0.00746004	157.464	
0.00751601	169.304	
0.00745862	157.208	
0.00745174	156.381	
0.00743403	156.174	
0.00745997	155.927	
0.00749197	158.333	
0.00746326	156.139	
0.0074078	166.307	
0.00744773	156.538	
0.00746967	155.876	
0.00748538	156.298	
0.00746218	157.11	
0.00747773	157.602	
0.00750541	158.761	
0.0074153	156.211	
0.00748632	157.011	
0.00747356	156.887	
0.00746087	156.308	
0.00746388	156.277	
0.00747893	157.013	
0.0074381	154.931	
0.00748467	158.406	
0.00747807	156.238	
0.00747701	156.74	
0.00747008	167.217	
0.00778915	151.214	
0.00745635	156.681	
0.00748238	156.847	
0.00747223	156.69	
0.00747662	156.128	
0.00748422	157.226	
0.00748225	157.993	
0.00746496	157.004	
0.00746832	156.049	
0.00751336	158.203	
0.0074939	157.599	
0.00746667	156.633	
0.0077412	149.361	
0.00748215	157.546	
0.00740334	153.872	
0.00744273	155.602	
0.00754534	159.954	
0.00748037	154.572	
0.00745861	156.306	
0.00745005	155.26	
0.0074751	155.21	
0.00747353	156.138	
0.0076999	152.045	
0.00782572	151.578	
0.00745933	154.454	
0.00744078	154.141	
0.00746338	155.853	
0.00748105	154.647	
0.00744419	154.773	
0.00746714	156.682	
0.00749452	156.826	
0.00754477	161.49	
0.00749291	155.892	
0.00747651	155.516	
0.00745973	155.847	
0.0074981	157.846	
0.00749045	156.82	
0.00747187	156.749	
0.00743261	156.588	
0.00769274	151.125	
0.00746395	156.054	
0.00744252	156.249	
0.00782384	153.38	
0.00747023	157.804	
0.00770386	148.504	
0.00745585	154.951	
0.0074618	156.97	
0.00749526	157.161	
0.00746997	154.688	
0.00746938	157.059	
0.0075425	157.53	
0.00748612	158.361	
0.00756091	161.515	
0.00757566	162.674	
0.00769728	151.544	
0.00769359	151.494	
0.00768531	147.214	
0.00742571	153.168	
0.00743176	165.719	
0.00746382	155.373	
0.00745687	155.768	
0.007441	152.981	
0.00745292	154.777	
0.00747868	156.376	
0.0075072	158.591	
0.0075496	159.948	
0.00748235	156.148	
0.00760747	162.562	
0.00743498	154.099	
0.00768568	152.567	
0.0074709	155.01	
0.00744755	155.942	
0.00772002	152.885	
0.00748666	156.884	
0.00740263	154.94	
0.00748297	155.543	
0.00745622	154.514	
0.00749687	156.344	
0.00744261	151.801	
0.00748952	156.381	
0.00746122	155.217	
0.00743889	151.419	
0.00743347	154.278	
0.00747134	156.572	
