44	2
0.00956781	32.4188	
0.0072639	39.4822	
0.00655606	49.5434	
0.00763199	49.8455	
0.00773249	43.0284	
0.00767376	39.9787	
0.00763646	37.1272	
0.00761933	34.6935	
0.00759691	34.408	
0.00758581	34.3734	
0.00757577	34.4004	
0.00756905	34.4487	
0.00756364	34.5071	
0.00755734	34.5413	
0.00755275	34.596	
0.00754965	34.6592	
0.00754607	34.7064	
0.00754365	34.7628	
0.00754214	34.8215	
0.00754078	34.8846	
0.00753839	34.9316	
0.0075374	34.9969	
0.00737977	37.6238	
0.00737727	37.6788	
0.00737501	37.7378	
0.0073734	37.7998	
0.00737156	37.8558	
0.00737053	37.9118	
0.00736871	37.9542	
0.00736778	38.0037	
0.00736564	38.033	
0.00736414	38.0699	
0.00736269	38.1042	
0.00736147	38.1376	
0.00735931	38.1598	
0.00735786	38.19	
0.00735583	38.2132	
0.00735388	38.2374	
0.00735189	38.2646	
0.00734959	38.2918	
0.00734757	38.3224	
0.00734466	38.3431	
0.00734253	38.3748	
0.00734057	38.4019	
