240	2
680.372	996142	
15.4574	-15303.9	
15.84	4662.77	
7.72455	20476.2	
12.1202	27772	
11.2187	24622.3	
9.44247	22490.7	
547.447	323201	
15.3684	14153.2	
6.99558	29027.7	
8.47694	22260.6	
9.34144	25242.5	
6.70806	22647.8	
6.78935	19293.7	
7.41111	21489	
7.14772	25156.1	
8.73998	23895.2	
5.43281	14339.4	
8.90492	23820.3	
10.0727	23602.4	
9.42558	22084.7	
12.0607	27759.6	
8.30003	26064.1	
27.0639	9036.73	
8.70722	23419.3	
13.8662	22510.9	
14.3279	21215.2	
7.35086	16476	
9.86412	25859	
10.3623	24619.3	
5.73604	19176.5	
16.0741	27331.5	
6.7015	20618.2	
16.2893	9030.65	
9.17155	24380.4	
8.85878	22499.1	
7.37553	19659.4	
6.78153	22297.5	
7.96547	17528.2	
8.59588	19355.6	
6.67365	34117.6	
10.1402	20888.8	
14.4072	18950.3	
1538.46	-2.82242e+06	
9.99616	22455	
11.2899	28661.4	
7.72768	23913.7	
10.038	23379.7	
12.7218	23849.1	
6.76065	22717.9	
9.57949	16116.4	
6.87684	22920.1	
13.8136	22279.7	
10.9384	26392.9	
9.00439	11505.4	
10.3258	27253.6	
8.23055	21525.7	
6.81704	21804	
10.8259	20907.1	
6.98239	18627.9	
9.21129	27908.1	
7.80351	26016.6	
117.126	-152785	
8.62843	19914.8	
10.2138	11303.6	
7.36852	12201.6	
7.68368	26316.7	
13.4002	33324.8	
9.52134	23324.8	
12.3181	24988.2	
10.3575	24480.5	
9.11001	27687.4	
9.33539	6723.29	
5.16566	22056.7	
8.2262	24529.1	
8.56315	25558	
7.94702	22073.8	
10.233	28403.4	
10.3912	14604.4	
50.8981	34855.7	
8.78825	25868.3	
9.96168	17885.9	
7.79007	26990.5	
7.41064	18833.1	
6.77495	23556.7	
6.75142	25351.9	
9.07077	20977.8	
7.62782	23864.1	
9.40006	19799.3	
21.1013	53071.1	
16.9767	27566.5	
7.89306	26499.5	
14.3919	16923.4	
16.9195	30795.8	
419.566	-1.25643e+06	
17.3106	22369.7	
18.4738	21361.7	
12.1158	29843.7	
14.1437	15653.2	
8.63231	29736.2	
7.83726	23336.7	
11.3489	31553.1	
6.68946	20497.9	
8.39195	26213.8	
12.8578	28919.5	
8.99843	16157.9	
230.524	93459.6	
8.68593	22163.4	
7.20884	22708.7	
14.2375	23921.5	
29.0403	37999.5	
6.80938	24030.4	
11.4962	22515	
9.54342	25345.2	
41.4612	-9790.25	
5.6689	22492.4	
10.7498	24477.8	
12.113	28287.7	
3845.26	7.55601e+06	
9.09319	15570	
170.864	18127.5	
63.5589	-135950	
9.47374	14440.9	
957.349	-201133	
2215.17	-1.55582e+06	
9.8032	19725.4	
6.78548	21610.9	
12.6095	19720.1	
8.69834	20143	
8.97035	27240.8	
14.2132	18773.4	
5.95877	22648	
11.098	30846.1	
12.413	25982.5	
14.479	30164.3	
8.31448	25473.9	
7.34413	24595.6	
12.4869	35582.6	
8.17283	25707.3	
12.4501	26207.2	
78.0214	72295	
6.72935	26482.9	
6.7569	23951	
8.57966	15063.2	
8.98817	26739.4	
9.75161	25473.9	
8138.2	-8.07199e+06	
47.8254	43996.4	
14.2432	28813.4	
13.3463	15659.9	
7.95925	25755.3	
9.73859	21743.6	
27.8434	-7630.47	
10.0667	18882.5	
11.9179	20503.8	
8.67747	27436.9	
11.0889	21429.7	
9.02717	26798.4	
77.7261	-52032.8	
5.60172	23223.8	
245.223	-64389.6	
9.21999	27474.4	
9.73925	26772.5	
48.93	-41313.3	
13.2166	24323.7	
5.17985	22954.8	
42.2638	-53219.6	
76.9178	-114635	
6.40958	20231.3	
12.6281	24803.6	
12.4319	-1039.11	
12.6847	11108.3	
288.81	-512275	
32.3086	46213.9	
10.999	12871	
5.98154	16865.5	
9.74726	30141.3	
163.609	65870.7	
12.175	18622.3	
6.78962	23374.1	
86.1179	-30686.1	
7.18274	26159.5	
5192.79	1.76135e+07	
11.5305	24277	
7.76485	21873	
11.5184	24762.7	
13.0437	27571.8	
8.76122	26575.2	
16.3897	22116.8	
8.01029	17889.8	
8.17303	25371.2	
9.95363	17816.5	
8.74319	25964.1	
8.53422	22300.7	
11.0812	26828.2	
8.22632	26227.5	
6.48568	25917	
22.1741	29783.1	
10.0834	24267.1	
33.9932	27450.7	
8.48831	27409.3	
106.012	171981	
10.24	20588.2	
35.0869	58710.1	
7.40241	26025.5	
10.7728	18319.2	
8.04009	29566.5	
8.18561	26466.3	
14.0524	29717.7	
11.2719	25940.1	
11.8066	28331.9	
9.82254	24347.7	
10.707	21080	
31.6324	-20615.3	
9.84281	21185.4	
174.223	-45473.6	
11.6198	31325.6	
13.8904	9355.18	
164.995	113781	
14.5925	23047.4	
102.11	-141098	
19.7454	26107.2	
14.1635	24900.4	
14.979	25128.2	
12.9781	27188.7	
23.4147	33781.1	
10.735	21162.8	
7.10694	21915.8	
24.2351	-25961.8	
5.09997	26764.5	
12.489	28480	
7.25887	27541.1	
18.0437	35084	
15.5877	6662.32	
8.20019	21999.1	
28.645	34520.4	
12.7475	916.338	
6.7757	25518.6	
69.989	-80219.8	
7.64016	31011.2	
