300	2
0.0113346	57.2685	
0.00920734	62.5761	
0.00822417	75.3586	
0.00769785	83.2776	
0.00851363	80.7406	
0.00833983	77.6321	
0.00821275	75.3997	
0.00816455	74.2872	
0.008135	73.8876	
0.00807394	72.5928	
0.00803804	72.4135	
0.00800113	72.4584	
0.00792133	71.2483	
0.00789568	71.4794	
0.00783403	71.0354	
0.00778634	70.6943	
0.00775372	70.4964	
0.0077764	71.6367	
0.00775979	71.6866	
0.0077165	70.9819	
0.00770815	71.1248	
0.00768154	70.7682	
0.00767167	70.8959	
0.00762471	70.2672	
0.00763208	70.7313	
0.00763913	71.5064	
0.00759222	70.8991	
0.0075929	71.3859	
0.00756968	71.2091	
0.00755311	71.233	
0.00754655	71.5537	
0.00753858	71.6933	
0.00752202	71.5578	
0.00751043	71.753	
0.0075155	71.9971	
0.00750772	72.0493	
0.00747983	71.3886	
0.00749025	71.9924	
0.00749524	72.245	
0.00748236	72.0506	
0.0074807	72.1192	
0.00747137	72.0177	
0.00746894	72.1159	
0.00744436	71.588	
0.00744811	71.9179	
0.00744217	71.9076	
0.00743462	71.8323	
0.00743424	72.0476	
0.00741829	71.7485	
0.0074144	71.8357	
0.00759059	65.057	
0.00758641	65.0682	
0.00757775	65.0089	
0.00740553	71.9293	
0.0073977	71.9418	
0.00739988	72.1657	
0.00757119	65.3363	
0.00756584	65.2709	
0.00755583	65.1464	
0.00756933	65.5568	
0.00756326	65.3588	
0.00756442	65.4767	
0.00756241	65.476	
0.00756608	65.5687	
0.0075552	65.3113	
0.00755989	65.4641	
0.00755789	65.4075	
0.00755342	65.3597	
0.00756261	65.6628	
0.00755827	65.4974	
0.00756244	65.6531	
0.00756168	65.7017	
0.00755593	65.5125	
0.0075548	65.4821	
0.00755797	65.5642	
0.00755519	65.4567	
0.0075582	65.5039	
0.00755681	65.4808	
0.00756014	65.5374	
0.00755525	65.4132	
0.00755705	65.4105	
0.00755722	65.3874	
0.00755409	65.2927	
0.00755411	65.2323	
0.00755751	65.4204	
0.00756059	65.4074	
0.00755719	65.335	
0.00756406	64.867	
0.00756326	64.7552	
0.00754043	64.8225	
0.00755046	65.1863	
0.00756263	65.4008	
0.00755926	65.3601	
0.00756259	64.5953	
0.00756897	64.6767	
0.0075664	64.5614	
0.00757034	64.6136	
0.00755834	65.0126	
0.00757041	64.514	
0.00756263	64.2533	
0.00756454	64.2415	
0.00757205	64.4471	
0.00757045	64.4273	
0.00756916	64.2386	
0.00757146	64.2974	
0.00757036	64.2729	
0.00757278	64.2805	
0.00757187	64.2148	
0.00757359	64.2472	
0.00757318	64.1111	
0.00757242	64.0625	
0.00757219	64.0602	
0.00757681	64.1387	
0.00757738	64.1199	
