% Model:              3channel3D.mph
% Version:            COMSOL 5.3.0.316
% Date:               Mar 1 2023, 16:57
% Dimension:          3
% Nodes:              11626
% Expressions:        4
% Description:        Velocity field, x component, Velocity field, y component, Velocity field, z component, Pressure
% Length unit:        m
% X                       Y                        Z                        u (m/s) @ t=10           v (m/s) @ t=10           w (m/s) @ t=10           p (Pa) @ t=10
0.41083                   0.149826                 0.52694                  -0.018975289369605193    0.007266517988123816     -8.963883932830504E-4    13.217424771858623
0.393889                  0.181937                 0.49066                  -0.01949079633321751     0.009285493289814926     7.587557293755957E-4     13.217557672314967
0.260022                  0.345514                 0.408256                 0.0016494739875104682    0.01973549819802479      0.010749497421159165     13.212425392238638
0.277052                  0.257574                 0.52179                  -0.011911577265815895    0.016636639212046684     -0.002769280445750919    13.21618823304524
0.332408                  0.222957                 0.520971                 -0.016196836721487223    0.012705793289966344     -9.189027766940679E-4    13.2171994734662
0.331253                  0.221417                 0.593205                 -0.01749363652039445     0.012441299358025522     -0.004206281208617932    13.217149034401755
0.34274                   0.315273                 0.301189                 -0.0160434542807854      0.013480479596280442     0.008277311825612027     13.216794916535063
0.354714                  0.260652                 0.393665                 -0.015780084429598978    0.013455954494042523     0.005253097045931354     13.217233329227653
0.345482                  0.302879                 0.380515                 -0.007711171842156901    0.014270640963049062     0.0063921291814760675    13.216138398721643
0.333042                  0.323839                 0.352418                 -0.009539674175749791    0.01349214779459662      0.008925184972794492     13.21553509531063
0.327835                  0.371336                 0.230798                 -0.013510005716394912    0.010958373576761507     0.00822288052081701      13.2175944807248
0.347814                  0.344742                 0.275298                 -0.013643099244439252    0.01275889406235278      0.008197030243501947     13.217424576189089
0.320402                  0.441238                 0.193554                 -0.010093242869447658    0.005896091022412612     0.008210617086857582     13.217680398841576
0.26454                   0.407933                 0.247578                 -0.010556864307695583    0.008653409240091142     0.011856090439514381     13.217186772174086
0.307689                  0.41072                  0.229285                 -0.010478900005676483    0.008492306516879588     0.009808208132662633     13.217199977676731
0.300508                  0.474479                 0.217003                 -0.008988029485367756    0.003400864322876995     0.010940998562703919     13.217311651333594
0.282524                  0.441206                 0.23229                  -0.009486542548244246    0.00619767528262126      0.01120763824252683      13.217659173312558
0.436015                  0.351023                 0.194955                 -0.01656954103288564     0.017115349015917967     0.00390528785306292      13.218790519604761
0.351715                  0.404772                 0.20634                  -0.011282149361314199    0.009543345650604296     0.007164406073112937     13.217840351909528
0.255745                  0.448728                 0.290534                 -6.636845299125948E-4    0.006697578254154203     0.016185149249583433     13.215075099824395
0.270505                  0.397798                 0.296413                 -0.005042053772615237    0.011499139463563944     0.012732088379359402     13.2156792725841
0.303994                  0.384126                 0.265788                 -0.010560505021139883    0.010946806170104375     0.010608459930170563     13.21686606929322
0.206383                  0.494157                 0.400612                 0.24670056801093046      0.004068586097331009     8.890602608148543E-4     13.205439567278153
0.298816                  0.36858                  0.348619                 0.003956094826747717     0.010789422157043082     0.011311565538931924     13.213428481081309
0.286364                  0.419492                 0.341166                 0.03691157055821348      0.006924709545685979     0.006461097846127719     13.213955708438359
0.216173                  0.496658                 0.347274                 0.03375038785690887      0.0017007736615288409    0.019972072457922888     13.209774874426591
0.251269                  0.458075                 0.34422                  0.052622606154434114     0.00937251782394075      0.007848300244777614     13.218905341812626
0.255132                  0.462415                 0.38121                  0.1480186929823803       9.817097776912214E-4     3.462580708897659E-4     13.215896049274658
0.265435                  0.497174                 0.265382                 -0.00639726801515433     5.18156246937894E-5      0.017917290393670293     13.215545878733858
0.568803                  0.292118                 0.229933                 -0.023305245291696988    0.0369745971215704       0.014340454100281083     13.215527941222234
0.408228                  0.219661                 0.381328                 -0.021373430768276892    0.011499456577621513     0.004974733921638197     13.218187903134783
0.456227                  0.13873                  0.449078                 -0.02016010332152723     0.007511771105194913     0.002491364925253503     13.217417685440877
0.464046                  0.127609                 0.50497                  -0.018902493937691583    0.006893799515327115     -2.389372516230519E-4    13.216949524963642
0.437996                  0.158423                 0.48363                  -0.020039511930518613    0.00844004743895498      0.0010459598687122516    13.217506119900968
0.494314                  0.138119                 0.466572                 -0.02106626532398577     0.01012865169675616      0.0019674589100166415    13.216889835562478
0.503961                  0.14567                  0.512589                 -0.02208610797535055     0.011927083144811869     -8.349358252750264E-4    13.216954306303998
0.46139                   0.170017                 0.524115                 -0.02081472018565978     0.010386686392104667     -8.769835272468369E-4    13.217348816789848
0.339369                  0.36774                  0.311244                 -0.0063215552947366435   0.010351412764409018     0.009252669201470682     13.216537757241673
0.35819                   0.356135                 0.340028                 0.0014739290377386953    0.009709812601202494     0.006764455526623975     13.217715105446462
0.367267                  0.279097                 0.356217                 -0.015450708926817831    0.013646475682619286     0.006212393003531787     13.2177809919709
0.375708                  0.272862                 0.310327                 -0.021907568243671745    0.013853285242174166     0.005991332559094439     13.218563584113364
0.413034                  0.281695                 0.293807                 -0.02189995254263658     0.015184743810220582     0.005615065329173177     13.219039718126437
0.407476                  0.251712                 0.361351                 -0.02057308084762314     0.013216187205628033     0.005673871947299542     13.218407706108625
0.327412                  0.265742                 0.489035                 -0.010861192061584011    0.015683916837817807     3.9284037389386095E-4    13.216280922693212
0.373069                  0.233842                 0.511247                 -0.016227826484134077    0.012965521877537092     2.0487826013283986E-4    13.21728291185747
0.364853                  0.229225                 0.553721                 -0.017132200937701375    0.013299142980805782     -0.0020573780664744318   13.21714030895017
0.381285                  0.238459                 0.468773                 -0.015806512494525363    0.012680299192918581     0.0018801771643310596    13.217236235033747
0.407411                  0.266884                 0.4137                   -0.012461069050379968    0.013402556315854039     0.00443243573393432      13.217620174916478
0.548696                  0.215767                 0.285249                 -0.033165435837955975    0.029810370533329886     0.012475152339047037     13.218302600314757
0.472481                  0.185659                 0.432161                 -0.021926882879628375    0.012092824607368805     0.0037105800229914367    13.217990566613924
0.588915                  0.185237                 0.325853                 -0.034753179427372355    0.035401027487518485     0.011678332704669064     13.21549141793761
0.631364                  0.145063                 0.350973                 -0.042553399401335165    0.037865217613263724     0.008088839724397364     13.212143619631167
0.569694                  0.156564                 0.348789                 -0.03504046668634286     0.026634014891836862     0.009754613377577869     13.216612010848342
0.632509                  0.179685                 0.335649                 -0.03571331357244785     0.04387820661141815      0.010557895027736904     13.210431311321024
0.652085                  0.104085                 0.456936                 -0.04428963586609812     0.03150530669412247      9.629757239568255E-4     13.211789506517725
0.580919                  0.115028                 0.411756                 -0.02950446887059023     0.019786707691929542     0.005907007227103453     13.215321177549573
0.640577                  0.121274                 0.411308                 -0.04312209532647034     0.03467083084843996      0.0037870951763435594    13.212218370217036
0.547551                  0.141673                 0.384298                 -0.028249298090500558    0.01856750237835204      0.007702009119843657     13.21653777961598
0.597665                  0.145509                 0.378957                 -0.034543657434222066    0.03056802935792818      0.007203702768418099     13.21465635037234
0.569359                  0.126721                 0.457845                 -0.026195681166242716    0.018879131282226184     0.002790259253040305     13.215506781999943
0.525614                  0.158582                 0.461263                 -0.02294407636202007     0.015859784942562547     0.002414554710464463     13.216738428854637
0.361581                  0.572088                 0.159792                 -0.010027590124218687    -0.00609188790556104     0.005289745006729208     13.218131589201707
0.336476                  0.541025                 0.186428                 -0.009791770620156206    -0.0034242472784505283   0.008174264734283397     13.217748474362319
0.340958                  0.494874                 0.21485                  -0.007489725906775769    0.0013157437077942185    0.010459783526435357     13.217233431428227
0.338757                  0.489448                 0.166985                 -0.009012467162855942    0.0016220046139839531    0.006750251608240909     13.21782364293066
0.366477                  0.517437                 0.154449                 -0.00834516701448227     -0.00121662122959808     0.005166779993599442     13.217877610389007
0.395742                  0.398825                 0.183394                 -0.01164733875119462     0.011371624785595684     0.004478445902101291     13.218535186523843
0.360806                  0.461045                 0.191055                 -0.008814064113151545    0.004922342617403016     0.007334136115844922     13.217824735912926
0.38553                   0.425792                 0.159784                 -0.010326040236618709    0.008231367098325558     0.003993320698380469     13.218156682834469
0.378642                  0.477447                 0.156763                 -0.008223680696307618    0.0030940581246247053    0.004581674854765015     13.218125967207445
0.393261                  0.373831                 0.253199                 -0.011134730569878461    0.013259468752122871     0.006917330350034322     13.217961180322918
0.4579                    0.424323                 0.136739                 -0.005545793440635507    0.011947813373481556     8.675764929232157E-4     13.217779322578492
0.422217                  0.464638                 0.121296                 -0.0051335723025026135   0.0048882240759437505    0.0012461071869547635    13.217873046329927
0.478995                  0.486471                 0.125371                 0.0011151004451398375    0.003071654168221385     -7.710279607492897E-4    13.216998423494145
0.421104                  0.447611                 0.165107                 -0.006946821610805797    0.007419614816843643     0.0030678655749268396    13.218230726978964
0.417441                  0.508304                 0.161419                 -0.005414502521654227    -3.949545966767304E-4    0.0037208091438590816    13.218059835040814
0.401586                  0.54818                  0.161832                 -0.0076577993628723666   -0.005108801160294451    0.004363053883206239     13.218030789165246
0.226815                  0.828113                 0.187782                 -0.011023560851156449    -0.004503922444732366    0.003552957170997276     13.218342789528045
0.262949                  0.719852                 0.126182                 -0.011156435205226984    -0.006332878239524918    0.0027902389111399027    13.21824282482513
0.253772                  0.696552                 0.159039                 -0.012211078133969884    -0.0075465459024720285   0.004645562681562582     13.218147235313028
0.261203                  0.734886                 0.17019                  -0.013722670599109437    -0.0075901530046266034   0.004364737308302641     13.218275438625131
0.319944                  0.583922                 0.183188                 -0.011523288502874462    -0.006680226807496741    0.00766410770331182      13.217776855058169
0.30621                   0.569647                 0.218238                 -0.01032825613501017     -0.00628189014708809     0.010877179663470203     13.21715314830195
0.291874                  0.607311                 0.219648                 -0.012532051454154966    -0.008842400138042166    0.0101438377522208       13.21709138249564
0.303413                  0.626819                 0.179948                 -0.013048446466358547    -0.00848810553830158     0.006971603118057886     13.217764686382939
0.294003                  0.67382                  0.18624                  -0.014776178905761097    -0.009466151231415322    0.006028882642861322     13.218020217981962
0.368837                  0.604553                 0.133886                 -0.010791828809568093    -0.007894432130444568    0.003273539862000016     13.218070600279514
0.372498                  0.611284                 0.171207                 -0.01273618243944765     -0.009954838858433512    0.005128960278963084     13.21809986720555
0.348811                  0.612278                 0.205883                 -0.012914576293526287    -0.0101329681118678      0.007562818155230587     13.21778141760321
0.34341                   0.674387                 0.180583                 -0.01663110495622873     -0.010857776439638887    0.005093745982744893     13.218271671540728
0.533231                  0.661122                 0                        0                        0                        0                        13.214499080964021
0.319561                  0.684758                 0.121837                 -0.0127923587727205      -0.007761017218769316    0.0026845704118900722    13.218340371399721
0.328703                  0.715315                 0.0918495                -0.011158426336475657    -0.006415647485240385    0.0013992295880893718    13.218380506988344
0.328957                  0.673962                 0.0729201                -0.008237402974470162    -0.0052784515184297115   9.199077609108395E-4     13.218214853052139
0.363779                  0.718088                 0                        0                        0                        0                        13.218135588362806
0.39682                   0.622418                 0.0539906                -0.004978420323268928    -0.005159545799413385    1.0647323500473722E-4    13.217758823870009
0.362888                  0.64819                  0.0634553                -0.006942408517698851    -0.0053705891613204226   4.65842014099265E-4      13.218013222136847
0.378726                  0.698438                 0.060304                 -0.008309193489399779    -0.005975254474731799    5.46801977192423E-4      13.218174532389721
0.41145                   0.672614                 0.0389968                -0.004720340160279366    -0.005035250608118132    1.0612604623087477E-4    13.218101534807278
0.353149                  0.793088                 0.0791174                -0.011970280891974909    -0.005045647446757262    7.729567738016167E-4     13.218640679794932
0.467015                  0.769898                 0                        0                        0                        0                        13.218670609807326
0.433296                  0.710523                 0                        0                        0                        0                        13.21809285845045
0.400719                  0.769172                 0                        0                        0                        0                        13.218588822341127
0.388236                  0.770515                 0.047712                 -0.008258608764060461    -0.00441024752825686     2.0323332513122675E-4    13.218606924826963
0.374965                  0.753008                 0.08416                  -0.013009709998841932    -0.00709360752896901     9.67968358051326E-4      13.218656706227353
0.535193                  0.384144                 0.100867                 -0.002495907047404405    0.023908421725544013     -4.6601214946722654E-4   13.214807257714716
0.565859                  0.345959                 0.0725473                -0.009032335674109819    0.027646154037265887     0.0020108442027265572    13.212433394619811
0.657516                  0.360793                 0.0601821                -0.021166565761469705    0.04891732126155551      0.003816276191081679     13.19661604019702
0.628228                  0.356504                 0.0629394                -0.012599882015048679    0.04074750952835393      0.0034189251920076916    13.203084001070849
0.651497                  0.336128                 0.0739465                -0.03371773443037647     0.04329664491970918      0.010269588725343151     13.203239378305366
0.693529                  0.387358                 0.0754809                -0.03152251002887627     0.0681743708697162       -0.004114052792419954    13.177084615734072
0.656072                  0.315809                 0.106554                 -0.0459712136479021      0.04252134358830464      0.019964175557519507     13.203836851860038
0.682459                  0.355475                 0.0918828                -0.04370947808342537     0.05122519008999979      0.013012665804873345     13.19026425548606
0.601351                  0.295925                 0.11202                  -0.03714897971566712     0.0373442908088177       0.013842243572954967     13.213144910615073
0.60989                   0.351306                 0.0903583                -0.01623692606166524     0.040113708200500454     0.006844686637062112     13.20743112400966
0.784065                  0.374145                 0.0996203                -0.07702934749927218     0.009343552319474212     -0.02657006463164287     13.164942636117361
0.760306                  0.348967                 0.111159                 -0.07216636290219862     0.01875935368056688      -0.0028861112321460778   13.169983479233142
0.632926                  0.429613                 0.0710489                0.02698106840841643      0.04532151109979471      -0.012872407332429853    13.19155066196018
0.653414                  0.385766                 0.0710412                -0.008639283543393361    0.055409314078625434     -0.0011390287910477603   13.194337537558658
0.616659                  0.393632                 0.0758782                0.003402321854315046     0.04130346610309475      -0.002202039509707887    13.20271159290875
0.585018                  0.446633                 0.116145                 0.01709062094663707      0.02195190795204293      -0.005694954539878461    13.209900046425858
0.600646                  0.433732                 0.0890032                0.019441176045602214     0.02954093245291439      -0.007614043193524356    13.204515733007169
0.588006                  0.394534                 0.0891857                0.0031705657818895394    0.033009928517516        2.7675835885189915E-4    13.208222733702648
0.660866                  0.451572                 0.0731954                0.05294295605336785      0.053936063040242566     -0.03339413088899324     13.170235168053521
0.666604                  0.470953                 0.059919                 0.0809694616227553       0.04468036489952124      -0.05710042819254424     13.139669156480652
0.688806                  0.473531                 0.0753418                0.08221501683213524      0.055892868599230046     -0.07546878947704926     13.13171592690395
0.738193                  0.379248                 0.0932743                -0.06479211772279254     0.04522839620586672      -0.009946040612131233    13.16257529800457
0.769108                  0.412                    0.0939161                -0.052656639209175994    0.031876197827889946     -0.050734814472017116    13.139467411835923
0.720267                  0.424521                 0.0742095                -0.015670259517364345    0.0912390536643453       -0.05443989845397262     13.125361084559382
0.758802                  0.433993                 0.0759025                -0.04937298276996862     0.05330883818893469      -0.08120219539950124     13.107609428412685
0.744687                  0.418261                 0.0840628                -0.04193538246748628     0.05899372703460969      -0.048398073978755236    13.135901977952397
0.630948                  0.450529                 0.0915955                0.033277809467730596     0.033620274465122564     -0.016223042645956507    13.197095177197937
0.663584                  0.422657                 0.087864                 0.016687073697568642     0.059555820149687966     -0.014129571687697887    13.184309517065238
0.716218                  0.397474                 0.0989767                -0.03066736820034564     0.05905894932542935      -0.011211089106838738    13.165792243661683
0.694243                  0.4157                   0.104679                 0.005220421128187082     0.06244010513702754      -0.012617177536756535    13.171666357287448
0.702713                  0.38087                  0.108328                 -0.03271145981587882     0.053644108898445564     0.004380990128100036     13.175789495101847
0.725047                  0.362173                 0.127353                 -0.038333038061697806    0.037618618071337546     0.006740257335961678     13.169267267132497
0.697543                  0.342578                 0.136365                 -0.038797189695558225    0.04316797078447729      0.020350156119776818     13.183125510705578
0.580225                  0.325072                 0.102612                 -0.021923615242297505    0.03614478230787381      0.0077104101603362825    13.212361793488611
0.585125                  0.31575                  0.161595                 -0.027052133794342535    0.04024047127662141      0.015307157498840753     13.212676121154606
0.62592                   0.315317                 0.161292                 -0.0303401612200713      0.04377071211940012      0.022573050427420863     13.206809958111307
0.538514                  0.35573                  0.145095                 -0.013120634015353766    0.029814087573565327     0.00467859349170878      13.215735243536798
0.558267                  0.422377                 0.10733                  0.007807846347899871     0.023653362499611835     -0.003100648201445985    13.212538775358489
0.5412                    0.39705                  0.151012                 -0.0030402739642826377   0.025682173780359127     0.0023068564480384535    13.215482846447712
0.690513                  0.510293                 0.0677221                0.10565203071606541      -0.03153374658822077     -0.09579470255934032     13.091879642109456
0.717858                  0.501582                 0.0650122                0.12082734724199827      0.015256162064072449     -0.16901134604501827     13.013029090826418
0.710152                  0.534638                 0.0609961                0.08106975599164108      -0.10167215668141678     -0.11921317433104373     13.060807486405093
0.740616                  0.507206                 0.074197                 0.07662121553204451      -0.013677395117664188    -0.1630552555602266      13.030793595405228
0.663957                  0.517362                 0.0723093                0.07665796689670744      -0.024833438457167113    -0.052236182970569284    13.16058202741701
0.670194                  0.499913                 0.0749465                0.08091176238018909      7.622605081637288E-4     -0.06394602373758948     13.1518170332932
0.687314                  0.505607                 0.0932854                0.07418214113589475      -0.00826007842342105     -0.05616754940101872     13.162059604781577
0.773747                  0.448534                 0.0910189                -0.02176908858906843     0.03317833961483802      -0.09358561305870856     13.114180374590683
0.75361                   0.484541                 0.0845962                0.04614850603981011      0.02175292724610827      -0.1380438882055998      13.07238145882325
0.458676                  0.296786                 0.252222                 -0.02259879794999465     0.019983879175768982     0.006002474482778616     13.219230895741353
0.435225                  0.339872                 0.241804                 -0.015877321019966757    0.01730925391521106      0.0052481901961390935    13.218963165026015
0.497041                  0.32608                  0.223777                 -0.018466127438000975    0.025081587528914418     0.006211561707526758     13.218717216478234
0.545608                  0.256525                 0.264583                 -0.0283734513693062      0.03164747303749722      0.012247217275440423     13.218226296490608
0.516007                  0.288406                 0.245269                 -0.024206504764725276    0.027482496536180363     0.00886319517107795      13.218628839797024
0.396115                  0.357423                 0.291145                 -0.007891264348130521    0.013584043000852392     0.006832141063620771     13.217255108202904
0.398968                  0.341015                 0.329091                 -0.003052804717678144    0.013156804285472216     0.0062198054673933524    13.217666938802159
0.548434                  0.190982                 0.367017                 -0.02657444211479458     0.02552776727120279      0.008288764031489326     13.217254044000123
0.509323                  0.17594                  0.351078                 -0.0279960510064092      0.017419812357865296     0.008171810255294341     13.218148885718087
0.517584                  0.215467                 0.316109                 -0.028826554557043985    0.023388693205796233     0.00950360184434989      13.218861434340193
0.537024                  0.174782                 0.41414                  -0.024112941498817802    0.019868186769402336     0.005319837046782674     13.216934573986757
0.478398                  0.207443                 0.321044                 -0.02805003693868258     0.016873008559411023     0.007998535891181751     13.218882080597513
0.447685                  0.224327                 0.366485                 -0.022726329711422747    0.013814378010499964     0.005600626051765362     13.218730856967
0.47786                   0.219132                 0.404795                 -0.02073154028905164     0.014827583440353518     0.004650381293407169     13.218717856226355
0.455581                  0.292509                 0.297789                 -0.01892204040058938     0.01764652746222011      0.005667639177555254     13.219215038313054
0.486583                  0.253988                 0.306949                 -0.024338515128527402    0.020326097380896888     0.007495509603277529     13.219355415655674
0.440101                  0.264051                 0.352645                 -0.019637356727007622    0.014708357791358399     0.005311988008176783     13.219323320459592
0.452795                  0.255492                 0.39271                  -0.016537912609072388    0.01399065681362413      0.0048913997251550925    13.219233881864126
0.445062                  0.412635                 0.190656                 -0.007674139466920113    0.0131833464169118       0.0034550994841343616    13.218370087458345
0.438647                  0.353213                 0.286127                 -0.007191130651738706    0.0158577574762556       0.005228699060512847     13.218649345087986
0.63438                   0.0481407                0.749302                 -0.03556960049274535     0.006672194199561667     -0.007315061063063641    13.220485504782035
0.60932                   0.0559414                0.646729                 -0.028994669218755667    0.0085893877986427       -0.006182455203521695    13.216130726067568
0.73088                   0                        0.63493                  -5.714339048844367E-18   6.435486219757011E-19    -4.281112921690546E-20   13.214684693331973
0.727975                  0                        0.679016                 0                        0                        0                        13.21681380094071
0.66369                   0                        0.769755                 0                        0                        0                        13.219999904297985
0.695017                  0                        0.720839                 0                        0                        0                        13.21908920729598
0.559615                  0.655682                 0.0264683                -2.6053168681820744E-4   -0.011220415387443537    -4.310172817854492E-4    13.211559112151125
0.56236                   0.622609                 0.0355437                0.0044654713726610265    -0.013923655897074024    -0.0013144925467856589   13.210397675599806
0.627553                  0.607249                 0.0257153                0.011134616789254679     -0.027134878416439728    -0.0031267745629265636   13.195067284854535
0.594957                  0.614929                 0.0306295                0.007679145013312739     -0.019619924987127942    -9.55876878733263E-4     13.20501725492287
0.643826                  0.657944                 0                        0                        0                        0                        13.200297746192932
0.594821                  0.668944                 0                        0                        0                        0                        13.20953803854019
0.644609                  0.641243                 0.0257153                -0.0034919086886861664   -0.028136980177385584    6.902106233075943E-4     13.197704251068192
0.61701                   0.656682                 0.0355437                -0.00430126722079667     -0.02522252596069766     0.0015438113183490166    13.20592415176362
0.591839                  0.691482                 0.0290158                -0.006518340132802483    -0.015947572409080495    9.162021152007915E-4     13.21177998221489
0.810839                  0.540972                 0.0490395                -0.17710960337599854     -0.045601034662378734    -0.14020327799414772     13.044989783408756
0.815822                  0.517857                 0.0594621                -0.1188548845670934      0.003541813822786106     -0.1305529332097539      13.097078941210498
0.834075                  0.539891                 0.0529664                -0.13678173985444958     -0.0012498475945279292   -0.08304278102834489     13.145241143446672
0.739227                  0.526227                 0.0605283                0.05203408816640384      -0.08348432406225498     -0.2221883303704192      12.925276210095769
0.774854                  0.518992                 0.0544824                -0.047755993043881444    -0.03252072067247229     -0.24076272735967538     12.907910213021603
0.787933                  0.546713                 0.0672738                -0.08996683095724274     -0.0355423885363089      -0.12410396891809047     13.077550657170185
0.767724                  0.546647                 0.0640043                -0.06221782503308901     -0.06208368384118001     -0.14628557686624297     13.028463140996395
0.744851                  0.547434                 0.0818582                0.007820968787620895     -0.06306662747061255     -0.09979711698384588     13.091754059330398
0.722673                  0.575577                 0.057453                 -0.029647003336167828    -0.11743912930335117     -0.06681678783904663     13.093954368962414
0.696902                  0.610579                 0.0336587                -0.016189957264168196    -0.07497190420718912     -0.008527354134057011    13.166261566506547
0.670756                  0.625911                 0.029687                 -0.004572649831425948    -0.046023936481634296    -0.001838622260077171    13.185197086424516
0.684136                  0.641782                 0                        0                        0                        0                        13.18969710978436
0.710903                  0.626593                 0                        0                        0                        0                        13.175357976652574
0.740351                  0.628698                 0                        0                        0                        0                        13.169367993400495
0.769236                  0.59754                  0.0208876                -0.08666438621188176     -0.09987666262032112     -0.023805388789313542    13.100109692525425
0.757793                  0.568811                 0.0658916                -0.06694441108518513     -0.07417720848144418     -0.10187732471860664     13.079981991977442
0.774067                  0.583966                 0.0417751                -0.12946609566703612     -0.08287689918202508     -0.0778149130315667      13.089217993354834
0.721088                  0.601709                 0.0331686                -0.04201675864133555     -0.107671051435863       -0.02042042796997028     13.126279213854612
0.745275                  0.592839                 0.0326786                -0.08194858071704718     -0.12537795757467096     -0.05148614443734266     13.08717402586694
0.753894                  0.616784                 0.0220108                -0.05728366303857697     -0.05843818356685828     -0.006917919258563239    13.15159610690988
0.727142                  0.624524                 0.0220108                -0.03298030119717919     -0.049377931776655934    -0.0022022913970371834   13.167104108507152
0.700633                  0.611658                 0.0588839                -0.03320016889195737     -0.07127078617646916     -0.00854687086578091     13.173507043641727
0.732312                  0.602885                 0.0653571                -0.06464378410709631     -0.0754304835403926      -0.025535634515251975    13.150746974063802
0.723137                  0.553697                 0.0753496                0.02076581257495612      -0.09292897606492649     -0.08222088742353609     13.097273031177236
0.542763                  0.51879                  0.0668864                0.015680991651036973     -0.0037870209850713113   -0.0057504769198835695   13.211814952524499
0.562397                  0.558854                 0.0468798                0.017260984014967617     -0.012841086734335207    -0.004309913193588743    13.208473882612504
0.597324                  0.568568                 0.0495455                0.023037741807974767     -0.024421182206384787    -0.006581564356698919    13.202178514097708
0.492279                  0.59253                  0.0760017                -4.044263993222141E-4    -0.011463442084842138    -0.001271750467974867    13.216033805155602
0.536943                  0.589971                 0.0355437                0.007516925096266126     -0.01020135743266723     -0.001793404919875793    13.21204622978425
0.557256                  0.591158                 0.0589837                0.008873478263151382     -0.018296387304702857    -0.003322441106188925    13.210863892699967
0.567051                  0.504983                 0.091005                 0.02173485947559937      -0.0019569490973295116   -0.00878713007194815     13.210454412622127
0.649876                  0.489534                 0.082171                 0.06374716552767397      0.010218155265610807     -0.03466405133402323     13.181328659476582
0.62897                   0.471445                 0.112142                 0.038018370040384004     0.020660121425491704     -0.0162573498468112      13.199531526258072
0.606416                  0.500287                 0.100816                 0.035383499998477425     -2.900128639401818E-4    -0.01564941365285022     13.203836300624994
0.625275                  0.521405                 0.0850738                0.04756596891803973      -0.014680365755886327    -0.022483995930170694    13.194312638689128
0.678038                  0.545191                 0.0624475                0.06354410853440991      -0.07599043932548827     -0.05636139531426842     13.14211209923772
0.672578                  0.577857                 0.0430774                0.03323528335159787      -0.08054488978797006     -0.024353995973615875    13.153367501041831
0.643984                  0.556708                 0.0663748                0.04218380771338976      -0.045183877299680736    -0.0219325798891781      13.18346854336794
0.595039                  0.54389                  0.0883665                0.026019460489640527     -0.020549239926799162    -0.011260826651835287    13.20593134529242
0.612241                  0.563733                 0.0743182                0.026120394864464165     -0.03176415000532958     -0.011551967474409439    13.1994271546636
0.593759                  0.611993                 0.0603165                0.005748666934987616     -0.03007511389419331     -0.0016450590738122674   13.206577669847427
0.639167                  0.580613                 0.050488                 0.026421412681457382     -0.04802649499753486     -0.012683518797375086    13.188075860587343
0.654961                  0.603262                 0.0400875                0.00996302783370019      -0.05358730024096063     -0.006319220775453651    13.184921586830775
0.676828                  0.610238                 0.0485022                -0.010772821338251646    -0.06526512824859299     -0.005330093460113534    13.18264778929141
0.696604                  0.565056                 0.0710884                0.022130386181994824     -0.09334810204643772     -0.049924849019626905    13.144244463566476
0.702786                  0.58507                  0.0623852                -0.012445162351749597    -0.09377259646999314     -0.033427807470434515    13.145733931577142
0.853012                  0.0335828                0.452629                 -0.06505554006067113     -0.00885300519579341     -0.006240256375767276    13.270424328143035
0.884155                  0                        0.466667                 0                        0                        0                        13.299813607989003
0.767802                  0                        0.596845                 0                        0                        0                        13.226793758562861
0.774457                  0.037489                 0.57011                  -0.06387698359978504     0.007012818031724404     0.004062726535185539     13.226656379173537
0.825938                  0                        0.562694                 0                        0                        0                        13.256718759709402
0.802333                  0.037489                 0.522059                 -0.08001857092918073     0.004836072827446278     -5.85741758925743E-4     13.237073349019761
0.851927                  0.0448724                0.518357                 -0.0794460882140034      -0.01882277588512952     0.002656318308750835     13.267675269607988
0.83819                   0.0379292                0.55642                  -0.07429255831495975     -0.009507792896515694    0.007898234958167001     13.261476078394237
0.884155                  0                        0.533333                 0                        0                        0                        13.297852306193281
0.942077                  0                        0.566667                 0                        0                        0                        13.304507752284668
0.724142                  0.102485                 0.401671                 -0.07329190927624997     0.0357859304685762       -0.0020934487944071524   13.20305267108386
0.729525                  0.0935193                0.442951                 -0.07784734527180101     0.03455155433616472      -0.002760264600760077    13.204608739737736
0.680314                  0.132523                 0.428983                 -0.046792395138790126    0.04556602103809121      6.888662999743393E-4     13.203994909357585
0.709054                  0.488339                 0.0876681                0.08397617969426127      0.023386145257428517     -0.08751110761609318     13.130319086083993
0.718139                  0.462924                 0.0814109                0.056038011725642815     0.06798292426018755      -0.0941908131138641      13.104268686504792
0.699017                  0.438678                 0.094503                 0.025316173554744345     0.06867674000898542      -0.037845568105778875    13.156540561480696
0.747471                  0.452316                 0.0874799                0.008965897205446254     0.055953982060102894     -0.08944021823301128     13.107243422344924
0.4625                    0.374571                 0.253334                 -0.007179704360922459    0.01728341427801278      0.0045616047042218695    13.2188887340401
0.467418                  0.410953                 0.22776                  -0.0035933880482772935   0.014796367913896014     0.0042517221372698095    13.218578771074794
0.536078                  0.437789                 0.135525                 0.005079920829220209     0.017000057683735283     -0.0017307392733518043   13.215257948551843
0.502075                  0.453276                 0.130266                 0.0020351395879563334    0.010497927438869986     -0.0011349827589412426   13.216427178316382
0.48513                   0.508572                 0.158814                 0.001718156849023136     -9.092165269160075E-4    7.326518431900332E-4     13.217546894446574
0.587557                  0.479169                 0.116559                 0.0247544054119004       0.008769266690765075     -0.010096274743647068    13.20863447566083
0.81023                   0.109883                 0.363472                 -0.09234173177463197     -0.006665055699508255    -0.017271950150573       13.200845211921386
