% Model:              doublePipe.mph
% Version:            COMSOL 5.3.0.316
% Date:               Feb 28 2023, 16:02
% Dimension:          2
% Nodes:              683
% Expressions:        3
% Description:        Velocity field, x component, Velocity field, y component, Pressure
% Length unit:        m
% X                       Y                        u (m/s)                  v (m/s)                  p (Pa)
1.33333                   0.833333                 7.723285841131154E-6     9.095025039144684E-7     60.079776310961066
1.33333                   0.777778                 0.8675188888696677       0.12075707258033738      -6.668712371964061
1.3                       0.805556                 0.5339615475041567       -0.00998263480047296     9.96948298280403
1.26667                   0.833333                 7.402305991892308E-6     -1.990021137307183E-8    17.10945046817264
1.33333                   0.722222                 0.8675256147834425       -0.120753245205065       -6.668902386357797
1.3                       0.75                     1.0262396014106907       -6.74439449294134E-7     5.404560902390944
1.26667                   0.777778                 0.8918348081520995       -0.010394181268351066    16.911506972681522
1.23333                   0.805556                 0.551436576295978        -0.0025607148499856448   26.584181493303728
1.2                       0.833333                 7.66464930885831E-6      -2.0032941462642725E-9   36.03809136885357
1                         1                        0                        0                        114.6431584581232
1.3                       0.694444                 0.5339710007781174       0.009983116687998674     9.96986612132402
1.33333                   0.666667                 7.723413190445052E-6     -9.095099833070716E-7    60.08043689348237
1.26667                   0.722222                 0.8918366039211891       0.010380831689735366     16.9120671569214
1.23333                   0.75                     1.00169509579141         -3.8204322738895195E-5   26.460362423707736
1.2                       0.777778                 0.8869288684961032       -9.733538701983653E-4    36.09124358674953
1.16667                   0.805556                 0.554222684944179        -1.1590897383376665E-4   45.66691432776652
1.13333                   0.833333                 7.746283121682227E-6     6.369167040599112E-11    55.25897213098594
1                         0.944444                 0                        0                        115.08577350217229
0.966667                  0.972212                 -0.001784472853488726    0.0011026973344217894    114.60564120125694
0.933333                  1                        0                        0                        113.97254291556325
1.26667                   0.666667                 7.402499221517391E-6     1.9898332764075408E-8    17.110964465246592
1.23333                   0.694444                 0.5514197807067056       0.002542094714900329     26.586240692987772
1.2                       0.722222                 0.8868315177374994       8.025626122823641E-4     36.091512806940926
1.16667                   0.75                     0.9977178311504374       -2.628494254803584E-4    45.674057376151275
1.13333                   0.777778                 0.887099747900659        -2.2314409351706122E-4   55.27081656184671
1.1                       0.805556                 0.5545208091677266       6.0381958709050535E-6    64.84409404927631
1.06667                   0.833333                 7.738141672452017E-6     -9.955062048410871E-11   74.22812975945543
1                         0.888889                 0                        0                        118.11214957243561
0.966667                  0.91661                  0.005388241804383884     -0.006625160246152799    115.59463195216551
0.933333                  0.944402                 0.009832484205348704     -0.010305655284203623    114.35582513894454
0.9                       0.972198                 0.008551379837452768     -0.0046472323476227885   113.53680470541039
0.866667                  1                        0                        0                        112.74415151473842
1.2                       0.666667                 7.663426051734953E-6     1.8144910769248796E-9    36.04475874293259
1.16667                   0.694444                 0.5539230331561897       -3.35578491300534E-5     45.665445198454066
1.13333                   0.722222                 0.8864522836605537       -5.598486755378001E-4    55.25565027683177
1.1                       0.75                     0.9980705785516268       -6.498737831868917E-4    64.885902781292
1.06667                   0.777778                 0.8877415776221275       -0.0026162419115483785   74.5684579387923
1.03333                   0.805556                 0.5655726879227302       -0.013957805457652841    84.15047054821939
1                         0.833333                 1.1958875352673777E-5    -3.708957544063351E-6    119.0695715498856
0.966667                  0.860923                 0.060535041973969306     -0.0823557815320456      117.26378374395334
0.933333                  0.888705                 0.06689571084481209      -0.06272309495793149     114.65287006661154
0.9                       0.91653                  0.06074636887879556      -0.039187306872746464    113.7669375845463
0.866667                  0.944388                 0.0486556770172092       -0.018163020717952238    113.24782578174036
