% Model:              doublePipe.mph
% Version:            COMSOL 5.3.0.316
% Date:               Feb 28 2023, 12:27
% Dimension:          2
% Nodes:              1440
% Expressions:        3
% Description:        Velocity field, x component, Velocity field, y component, Pressure
% Length unit:        m
% X                       Y                        u (m/s)                  v (m/s)                  p (Pa)
1.33333                   0.833333                 7.723285841131154E-6     9.095025039144684E-7     60.079776310961066
1.33333                   0.791667                 0.7410890809593657       0.1611077295772929       -3.5823233448937613
1.3125                    0.8125                   0.41258599938495777      0.0039042033318296707    9.556495040838293
1.29167                   0.833333                 6.99516991701482E-6      -3.854760303371549E-8    11.801737529091067
1.33333                   0.75                     0.9694901556745883       2.647448132558558E-6     -8.879980499264132
1.3125                    0.770833                 0.954265857628579        0.016466909704688844     1.3686094200082197
1.29167                   0.791667                 0.7448660343934868       -0.013389130868760899    10.458262477627535
1.27083                   0.8125                   0.42371464769636197      -0.006725881946194067    16.552932151242835
1.25                      0.833333                 7.603914375793079E-6     -8.999637871496833E-9    21.660403441223693
1.33333                   0.708333                 0.7410974865286137       -0.16110557101408637     -3.582569945400609
1.3125                    0.729167                 0.9542719030365938       -0.016465717723104404    1.3686487614190617
1.29167                   0.75                     1.024557812321779        -1.9057118235851181E-6   8.397743236656096
1.27083                   0.770833                 0.9461341025801481       -0.009222586828816513    15.51700469341506
1.25                      0.791667                 0.746133918837901        -0.007087619352344841    21.87200644885845
1.22917                   0.8125                   0.4343126882769103       -0.0014186593406067662   27.7432503531982
1.20833                   0.833333                 7.727742940792316E-6     -1.3805710065748455E-9   33.6303100021698
1.3125                    0.6875                   0.41259406522258857      -0.0039034555106511716   9.556685886260539
1.33333                   0.666667                 7.723413190445052E-6     -9.095099833070716E-7    60.08043689348237
1.29167                   0.708333                 0.7448749707457306       0.01338812683159209      10.458687952749983
1.27083                   0.729167                 0.9461362554661562       0.009209975161805977     15.51739268051569
1.25                      0.75                     1.0064601686923105       -2.0173140079912972E-5   21.579541445871424
1.22917                   0.770833                 0.9376848860926412       -0.0027986448115542434   27.69932243649495
1.20833                   0.791667                 0.7480872545669376       -0.001351195814828802    33.70315609833386
1.1875                    0.8125                   0.436409450645266        -1.93677722727022E-4     39.66920175616762
1.16667                   0.833333                 7.744996471087454E-6     -1.5388405160984455E-10  45.656330712952865
1                         1                        0                        0                        114.6431584581232
1.29167                   0.666667                 6.995368229143865E-6     3.854877365642782E-8     11.802358964653129
1.27083                   0.6875                   0.4237214491441127       0.006724439154793177     16.554067879584917
1.25                      0.708333                 0.7461284409198151       0.007068482447611025     21.87315921950571
1.22917                   0.729167                 0.9376612075443445       0.0027226041794558152    27.699918450841714
1.20833                   0.75                     0.9991995516204486       -8.788163461794407E-5    33.68749458361057
1.1875                    0.770833                 0.9356564179793461       -5.389800159617905E-4    39.6833639058359
1.16667                   0.791667                 0.7482459375705945       -2.2114184935191107E-4   45.67132821386542
1.14583                   0.8125                   0.4367179108082571       -2.0881692316904582E-5   51.6630798784946
1.125                     0.833333                 7.745895201074164E-6     1.0943988101387643E-10   57.65552806300784
1                         0.958333                 0                        0                        114.79027258160221
0.978261                  0.979167                 -0.001095288646019258    9.884707827270559E-4     114.64171786447666
0.956522                  1                        0                        0                        114.45506593862777
1.25                      0.666667                 7.604027516400067E-6     8.990422706881157E-9     21.662810589531446
1.22917                   0.6875                   0.4342964127884755       0.0014059505027301453    27.74583889299594
1.20833                   0.708333                 0.7480065190584838       0.001261278760306705     33.70445711135582
1.1875                    0.729167                 0.935534394558454        2.6539402640544333E-4    39.68281104216895
1.16667                   0.75                     0.9977178311504374       -2.628494254803584E-4    45.674057376151275
1.14583                   0.770833                 0.9356641375247834       -2.791323085627258E-4    51.67199120648173
1.125                     0.791667                 0.7488985998150677       -8.389867481783977E-5    57.665034895052
1.10417                   0.8125                   0.4367622511842012       4.081264877343394E-5     63.638970345478086
1.08333                   0.833333                 7.738788022027622E-6     3.497674379866341E-10    69.5729177460631
1                         0.916667                 0                        0                        116.11504264073737
0.978261                  0.9375                   5.222431062977513E-5     0.0022532428903017923    115.22186801307049
0.956522                  0.958333                 -4.88890505085416E-4     -3.98973964796094E-4     114.61260445340909
0.934783                  0.979167                 -0.001118676959701657    -9.895926914383565E-4    114.1100758704616
0.913043                  1                        0                        0                        113.50351526187413
1.20833                   0.666667                 7.727027970988428E-6     1.3258514024825634E-9    33.63616033008441
1.1875                    0.6875                   0.43628637959031935      1.4241445977530883E-4    39.672047750518004
1.16667                   0.708333                 0.7479116654208695       -6.176903716419166E-5    45.66803247779136
1.14583                   0.729167                 0.9352738642609824       -4.2578733730118314E-4   51.664557421071265
1.125                     0.75                     0.9982130161578526       -5.547470357390629E-4    57.669417828346276
1.10417                   0.770833                 0.9365160919322251       -4.3824537050282333E-4   63.68361111721371
1.08333                   0.791667                 0.7495500548292555       -6.473495941157668E-4    69.67405161274598
1.0625                    0.8125                   0.4378962110783595       -9.210061224492797E-4    75.51449468829783
1.04167                   0.833333                 7.794614306380906E-6     -7.32899815988995E-9     80.74012265971754
1                         0.875                    0                        0                        119.92482275958706
0.978261                  0.895833                 0.004674739990918323     -0.007677879341961751    116.85546354158424
0.956522                  0.916667                 0.010728040551573838     -0.013459126736498373    115.30282486375752
0.934783                  0.9375                   0.012737135388932869     -0.013135053043195653    114.45130547095249
0.913043                  0.958333                 0.011249721945615347     -0.008660205306410169    113.8663460056991
0.891304                  0.979167                 0.007509785763778158     -0.002851948388882055    113.33499031868014
0.869565                  1                        4.065256810514901E-19    -1.4724324288309643E-20  112.77513521359093
1.16667                   0.666667                 7.740928884869268E-6     -3.665676459332552E-11   45.664966607760576
1.14583                   0.6875                   0.43625984198143253      -1.2560814727814363E-4   51.655716656041406
1.125                     0.708333                 0.7479480988014109       -5.513116298223865E-4    57.638807902621366
1.10417                   0.729167                 0.9356377868733216       -7.294698517341195E-4    63.65254673162979
1.08333                   0.75                     0.9986247837601034       -5.228178450895609E-4    69.72303382729977
1.0625                    0.770833                 0.9358794267801508       -0.003029920876338955    75.81607123149821
1.04167                   0.791667                 0.7530260203378543       -0.012287292829977519    81.90001915046389
1.02083                   0.8125                   0.4614391327601029       -0.02327001396588831     87.81827336954125
1                         0.833333                 1.1958875352673777E-5    -3.708957544063351E-6    119.0695715498856
0.978261                  0.854167                 0.042412594762690464     -0.0719745468821155      119.8194702415037
0.956522                  0.875                    0.051948303409223164     -0.06484650755316229     116.08318097141432
0.934783                  0.895833                 0.052505075286992615     -0.05128415385232077     114.73769374709914
0.913043                  0.916667                 0.04820337063474553      -0.03683692232502104     114.05345098449158
0.891304                  0.9375                   0.040999209459225416     -0.022846437788250757    113.59971688383895
0.869565                  0.958333                 0.03164585951704701      -0.010859572555291425    113.21672413659775
0.847826                  0.979167                 0.019048734460712077     -0.0027421380112746304   112.86382108787414
0.826087                  1                        0                        0                        112.56230577895242
1.125                     0.666667                 7.729692589608996E-6     -6.615733477367176E-10   57.64964436787015
1.10417                   0.6875                   0.43556127801023603      -3.292914786987957E-4    63.58024468858905
1.08333                   0.708333                 0.7477123143739451       -1.1269605015279254E-4   69.57464344352675
1.0625                    0.729167                 0.9348463332921397       0.003152171998196559     75.73035120575523
1.04167                   0.75                     0.9889400999715758       0.0018771162213144885    81.97087621749229
1.02083                   0.770833                 0.9155653668604079       -0.024089834040244867    88.30408553131565
1                         0.791667                 0.739341982979286        -0.09105856210997783     95.68710082439311
0.978261                  0.8125                   0.4723287696074626       -0.19023760698680178     106.87120703998747
0.956522                  0.833333                 0.25374222953282616      -0.1761359835281981      113.19818311843477
0.934783                  0.854167                 0.17024449462687455      -0.12567231376011517     113.81399106657696
0.913043                  0.875                    0.13106418568349168      -0.08772791017368364     113.68083135335928
0.891304                  0.895833                 0.10580001029009498      -0.05914674511771596     113.48539934775152
0.869565                  0.916667                 0.086060353681919        -0.03694579480921395     113.28942025255974
0.847826                  0.9375                   0.06828942983519372      -0.019965826256920012    113.09393945407324
0.826087                  0.958333                 0.04989254593431241      -0.008170090544711546    112.90902950856952
0.804348                  0.979167                 0.028023167364381006     -0.0017517072165966407   112.76383661101828
0.782609                  1                        0                        0                        112.69034970158232
1.08333                   0.666667                 7.700563249282504E-6     -1.2819751647358653E-9   69.47413432911304
1.0625                    0.6875                   0.4358197784131675       7.012783246220978E-4     75.28718328848467
1.04167                   0.708333                 0.7519538415342785       0.013993960117286652     81.64854920121184
1.02083                   0.729167                 0.9167545632062417       0.03374478365667434      88.17432376722209
1                         0.75                     0.9230458055250589       0.010787877853532107     94.05777754993292
0.978261                  0.770833                 0.8067548560415595       -0.06318254623621931     100.0447156917902
0.956522                  0.791667                 0.6129659893982049       -0.13966490176279953     105.98119930484641
0.934783                  0.8125                   0.42285220446057664      -0.15648975945224486     110.12231294738277
0.913043                  0.833333                 0.2963718745198521       -0.1301215948451331      111.9966198980629
0.891304                  0.854167                 0.220949066365315        -0.09651304528608409     112.69529970948703
0.869565                  0.875                    0.17283568985689218      -0.0671519627859229      112.93904920154854
0.847826                  0.895833                 0.13867937296670174      -0.04351819236276322     112.998550943659
0.826087                  0.916667                 0.11141236488948189      -0.02534719431444933     112.97750167804904
0.804348                  0.9375                   0.08673828864381307      -0.012405379405948457    112.92859498262688
0.782609                  0.958333                 0.06144378720361596      -0.004485503550694026    112.89047939370363
0.76087                   0.979167                 0.03302346512149695      -8.203607566725569E-4    112.89188216049182
0.73913                   1                        0                        0                        112.95023942193035
1.04167                   0.666667                 7.733473552715657E-6     6.9433677663927174E-9    80.27754065167788
1.02083                   0.6875                   0.4619783634488376       0.02560282754571505      87.19930259742861
1                         0.708333                 0.7452171774557106       0.10891544017356962      95.44649255576056
0.978261                  0.729167                 0.8112605287407723       0.09932540672037475      100.02003977624109
0.956522                  0.75                     0.7568878770038568       0.026248533367013785     103.63531520349993
0.934783                  0.770833                 0.6338029844894767       -0.04811924953284581     106.99236337587749
0.913043                  0.791667                 0.4942306829642439       -0.08683050881173265     109.60845956841123
0.891304                  0.8125                   0.37768037153026646      -0.09048494159615057     111.24023026949337
0.869565                  0.833333                 0.29299133592236554      -0.07648756899788445     112.12521178522616
0.847826                  0.854167                 0.23303621126643406      -0.05759126808449146     112.57435953409272
0.826087                  0.875                    0.18910406791447773      -0.03956434525443342     112.79394492025017
0.804348                  0.895833                 0.15449450715011764      -0.024523206704444935    112.89602066780172
0.782609                  0.916667                 0.12466939254379786      -0.013175594076669902    112.94546035994335
0.76087                   0.9375                   0.09629108472303458      -0.005709888288184125    112.98212983024546
0.73913                   0.958333                 0.0669026400169878       -0.0016974612175210471   113.0320955592606
0.717391                  0.979167                 0.034974913108431        -2.118694607373049E-4    113.11177646099534
0.695652                  1                        0                        0                        113.22567997207187
1.33333                   0.333333                 7.723413189156886E-6     9.095099831550343E-7     60.08043689347765
1                         0.666667                 1.2261465667235858E-5    4.025105757661646E-6     118.14018814436663
0.978261                  0.6875                   0.4829878879264408       0.22454784602230016      106.88671477369826
0.956522                  0.708333                 0.6217240740571326       0.19229499479855203      106.10604081768966
0.934783                  0.729167                 0.6384538436562097       0.11538663585346433      107.09011015390466
0.913043                  0.75                     0.5835979343084541       0.039674167763236505     108.62103608794139
0.891304                  0.770833                 0.4976005311441223       -0.012035490862345191    110.09387927071447
0.869565                  0.791667                 0.4101943194459883       -0.03622246516486532     111.21639578532077
0.847826                  0.8125                   0.3357770209605926       -0.041101126316496865    111.96482763950965
0.826087                  0.833333                 0.27669252096147706      -0.03594663929871607     112.42867170250555
0.804348                  0.854167                 0.23019978768367455      -0.02699436737684736     112.70545299247345
0.782609                  0.875                    0.19239393405599722      -0.017746810969341803    112.87186602860866
0.76087                   0.895833                 0.15981755132166775      -0.010001157753354788    112.97936919297806
0.73913                   0.916667                 0.1295998961909603       -0.004543213707398622    113.06217523469982
0.717391                  0.9375                   0.09959147412160159      -0.0013987529116537753   113.143020461289
0.695652                  0.958333                 0.06834426505666391      -1.0991665413089024E-4   113.23613482602698
0.652174                  1                        0                        0                        113.47142152645709
0.673913                  0.979167                 0.03515260863306864      8.882884185988208E-5     113.3460701268057
1.33333                   0.291667                 0.7410974865286124       0.1611055710140867       -3.582569945400569
1.3125                    0.3125                   0.41259406522258585      0.0039034555106499187    9.556685886260565
1.29167                   0.333333                 6.995368227970885E-6     -3.854877364995858E-8    11.802358964653111
1                         0.625                    0                        0                        121.41652828376031
0.978261                  0.645833                 0.045363291770980085     0.1010792208042334       120.81112466543698
0.956522                  0.666667                 0.2633652001712051       0.22817623343482343      113.75152035290688
0.934783                  0.6875                   0.43378227716664175      0.22373971548221558      110.50512787710927
0.913043                  0.708333                 0.5029143002981422       0.1659280977236196       109.8710526094634
0.891304                  0.729167                 0.5024439653727565       0.10040339837649903      110.22978222700013
0.869565                  0.75                     0.46270233974741765      0.04742962403502187      110.89950011678773
0.847826                  0.770833                 0.40758425632953255      0.013508613223887429     111.55462100505603
0.826087                  0.791667                 0.35186567977182914      -0.003881820559722727    112.08069454765614
0.804348                  0.8125                   0.30202608182581003      -0.010103184087903398    112.46100878081052
0.782609                  0.833333                 0.2592599391095999       -0.010043847285339164    112.72412861745039
0.76087                   0.854167                 0.2224594501262303       -0.00723276963840093     112.90613217655543
0.73913                   0.875                    0.1898621463389728       -0.003919333404842092    113.03806235515277
0.717391                  0.895833                 0.1594931596680758       -0.0012798902263083858   113.14433534053956
0.608696                  1                        0                        0                        113.67934508291617
0.630435                  0.979167                 0.03455910647478254      1.8736971918308022E-4    113.56269774335564
0.695652                  0.916667                 0.1297283615227171       2.689804133687437E-4     113.24237651410009
0.673913                  0.9375                   0.09937703531866703      7.66587253497427E-4      113.34260799738037
0.652174                  0.958333                 0.0677332392266041       5.777871871551528E-4     113.44934016735495
1.33333                   0.25                     0.9694901556745882       -2.6474481316408893E-6   -8.879980499264132
1.3125                    0.270833                 0.9542719030365925       0.016465717723104324     1.3686487614190979
1.29167                   0.291667                 0.7448749707457291       -0.01338812683159199     10.458687952749997
1.27083                   0.3125                   0.42372144914411114      -0.006724439154793089    16.55406787958492
1.25                      0.333333                 7.604027515141962E-6     -8.990422705391579E-9    21.662810589531446
1                         0.583333                 0                        0                        118.07405288120196
0.978261                  0.604167                 0.0064942532903120844    0.029647639372685688     118.41035898259786
0.956522                  0.625                    0.05837995326020717      0.10918569427345903      117.259314808366
0.934783                  0.645833                 0.1818654484183526       0.18859368517200664      114.66480789027702
0.913043                  0.666667                 0.3104722948391697       0.20660350150371623      112.61363637811317
0.891304                  0.6875                   0.3911113992403242       0.1769141629619056       111.67900943466962
0.869565                  0.708333                 0.4207496718760985       0.12985072756469104      111.4988388381573
0.847826                  0.729167                 0.41364159696370334      0.08463810448875794      111.69087726518376
0.826087                  0.75                     0.3859569644885159       0.04991026157801422      112.01044452405598
0.804348                  0.770833                 0.34985708397368076      0.026932423734946215     112.3331246602056
0.782609                  0.791667                 0.3124490030673588       0.013702853142938827     112.60520892580197
0.76087                   0.8125                   0.27698263959268926      0.007090085424021407     112.82066584404024
0.73913                   0.833333                 0.24429916738036603      0.004340675726186685     112.98823664354768
0.717391                  0.854167                 0.21396253221205358      0.0034786392240115935    113.12187250792644
0.695652                  0.875                    0.18505236531772393      0.00322047699096363      113.23522921567415
0.673913                  0.895833                 0.15656624808472722      0.0028972402726614183    113.33935784329853
0.565217                  1                        0                        0                        113.85673401827167
0.586957                  0.979167                 0.03382173164547487      1.7038832196107412E-4    113.75540449808592
0.608696                  0.958333                 0.06643386281381415      6.944356337685526E-4     113.65026481781194
0.652174                  0.916667                 0.12764183526974932      0.0022792283551303144    113.44131431628497
0.630435                  0.9375                   0.0976955503552042       0.0014690180475231585    113.54478784541242
1.33333                   0.208333                 0.7410890809593667       -0.16110772957729202     -3.5823233448937133
1.3125                    0.229167                 0.9542658576285794       -0.016466909704688358    1.3686094200082062
1.29167                   0.25                     1.0245578123217787       1.9057118238646796E-6    8.397743236656142
1.27083                   0.270833                 0.9461362554661555       -0.009209975161805902    15.517392680515657
1.25                      0.291667                 0.7461284409198137       -0.007068482447610997    21.87315921950571
1.22917                   0.3125                   0.43429641278847414      -0.0014059505027301218   27.745838892995945
1.20833                   0.333333                 7.727027969718657E-6     -1.3258514022642625E-9   33.6361603300844
1                         0.541667                 0                        0                        117.08745163712832
0.978261                  0.5625                   0.002497682862374233     0.012095641639784983     117.16560061236697
0.956522                  0.583333                 0.018241456960085962     0.04648104691093066      116.93025465936456
0.934783                  0.604167                 0.06570689429713543      0.10314483045800998      116.05899708631914
0.913043                  0.625                    0.14906754069327827      0.15567400929871542      114.7213363657585
0.891304                  0.645833                 0.2415112695158071       0.17670445085158523      113.49550668880273
0.869565                  0.666667                 0.3134839909169761       0.16547052093166004      112.72216441521235
0.847826                  0.6875                   0.35392672167143147      0.1359560163948291       112.38522092602666
0.826087                  0.708333                 0.36576697890554394      0.10191028943591676      112.34386711884325
0.804348                  0.729167                 0.35774445280179856      0.07162962449026221      112.45606783653363
0.782609                  0.75                     0.33808135416209945      0.048248428559433454     112.62592068087311
