50	6
33.3949	0	0	0	0	33.3949	
1	0	0	0	0	1	
460.516	0	0	0	0	460.516	
1092.65	0	0	0	0	1092.65	
1092.45	0	0	0	0	1092.45	
1092.22	0	0	0	0	1092.22	
1091.95	0	0	0	0	1091.95	
1091.66	0	0	0	0	1091.66	
1091.35	0	0	0	0	1091.35	
1091.02	0	0	0	0	1091.02	
1090.67	0	0	0	0	1090.67	
1090.31	0	0	0	0	1090.31	
1089.94	0	0	0	0	1089.94	
1089.56	0	0	0	0	1089.56	
1089.16	0	0	0	0	1089.16	
1088.76	0	0	0	0	1088.76	
1088.36	0	0	0	0	1088.36	
1087.94	0	0	0	0	1087.94	
1087.53	0	0	0	0	1087.53	
1087.1	0	0	0	0	1087.1	
1086.68	0	0	0	0	1086.68	
1086.25	0	0	0	0	1086.25	
1085.82	0	0	0	0	1085.82	
1085.38	0	0	0	0	1085.38	
1084.95	0	0	0	0	1084.95	
1084.51	0	0	0	0	1084.51	
1084.07	0	0	0	0	1084.07	
1083.63	0	0	0	0	1083.63	
1083.19	0	0	0	0	1083.19	
1082.75	0	0	0	0	1082.75	
1082.31	0	0	0	0	1082.31	
1081.87	0	0	0	0	1081.87	
1081.43	0	0	0	0	1081.43	
1080.99	0	0	0	0	1080.99	
1080.55	0	0	0	0	1080.55	
1080.11	0	0	0	0	1080.11	
1079.67	0	0	0	0	1079.67	
1079.24	0	0	0	0	1079.24	
1078.8	0	0	0	0	1078.8	
1078.37	0	0	0	0	1078.37	
1077.93	0	0	0	0	1077.93	
1077.5	0	0	0	0	1077.5	
1077.07	0	0	0	0	1077.07	
1076.64	0	0	0	0	1076.64	
1076.22	0	0	0	0	1076.22	
1075.79	0	0	0	0	1075.79	
1075.37	0	0	0	0	1075.37	
1074.95	0	0	0	0	1074.95	
1074.53	0	0	0	0	1074.53	
1074.11	0	0	0	0	1074.11	
