2279
0	0	
0	0.0833333	
0.0434783	0.0416667	
0.0869565	0	
0	0.166667	
0.0434783	0.125	
0.0869565	0.0833333	
0.130435	0.0416667	
0.173913	0	
0	0.25	
0.0434783	0.208333	
0.0869565	0.166667	
0.130435	0.125	
0.173913	0.0833333	
0.217391	0.0416667	
0.26087	0	
0	0.333333	
0.0434783	0.291667	
0.0869565	0.25	
0.130435	0.208333	
0.173913	0.166667	
0.217391	0.125	
0.26087	0.0833333	
0.304348	0.0416667	
0.347826	0	
0	0.416667	
0.0434783	0.375	
0.0869565	0.333333	
0.130435	0.291667	
0.173913	0.25	
0.217391	0.208333	
0.26087	0.166667	
0.304348	0.125	
0.347826	0.0833333	
0.391304	0.0416667	
0.434783	0	
0	0.5	
0.0434783	0.458333	
0.0869565	0.416667	
0.130435	0.375	
0.173913	0.333333	
0.217391	0.291667	
0.26087	0.25	
0.304348	0.208333	
0.347826	0.166667	
0.391304	0.125	
0.434783	0.0833333	
0.478261	0.0416667	
0.521739	0	
0	0.583333	
0.0434783	0.541667	
0.0869565	0.5	
0.130435	0.458333	
0.173913	0.416667	
0.217391	0.375	
0.26087	0.333333	
0.304348	0.291667	
0.347826	0.25	
0.391304	0.208333	
0.434783	0.166667	
0.478261	0.125	
0.521739	0.0833333	
0.565217	0.0416667	
0.608696	0	
0	0.666667	
0.0434783	0.625	
0.0869565	0.583333	
0.130435	0.541667	
0.173913	0.5	
0.217391	0.458333	
0.26087	0.416667	
0.304348	0.375	
0.347826	0.333333	
0.391304	0.291667	
0.434783	0.25	
0.478261	0.208333	
0.521739	0.166667	
0.565217	0.125	
0.608696	0.0833333	
0.652174	0.0416667	
0.695652	0	
0	0.75	
0.0434783	0.708333	
0.0869565	0.666667	
0.130435	0.625	
0.173913	0.583333	
0.217391	0.541667	
0.26087	0.5	
0.304348	0.458333	
0.347826	0.416667	
0.391304	0.375	
0.434783	0.333333	
0.478261	0.291667	
0.521739	0.25	
0.565217	0.208333	
0.608696	0.166667	
0.652174	0.125	
0.695652	0.0833333	
0.73913	0.0416667	
0.782609	0	
0	0.833333	
0.0434783	0.791667	
0.0869565	0.75	
0.130435	0.708333	
0.173913	0.666667	
0.217391	0.625	
0.26087	0.583333	
0.304348	0.541667	
0.347826	0.5	
0.391304	0.458333	
0.434783	0.416667	
0.478261	0.375	
0.521739	0.333333	
0.565217	0.291667	
0.608696	0.25	
0.652174	0.208333	
0.695652	0.166667	
0.73913	0.125	
0.782609	0.0833333	
0.826087	0.0416667	
0.869565	0	
0	0.916667	
0.0434783	0.875	
0.0869565	0.833333	
0.130435	0.791667	
0.173913	0.75	
0.217391	0.708333	
0.26087	0.666667	
0.304348	0.625	
0.347826	0.583333	
0.391304	0.541667	
0.434783	0.5	
0.478261	0.458333	
