31918
-0.002	-0.000571429	
-0.002	0	
-0.002	-0.004	
-0.002	-0.00342857	
-0.002	-0.00285714	
-0.002	-0.00228571	
-0.002	-0.00171429	
-0.002	-0.00114286	
-0.00153849	-0.00088325	
-0.00159277	-0.000409778	
-0.00137236	0	
-0.00160058	-0.00359574	
-0.00137236	-0.004	
-0.00155349	-0.00313361	
-0.00154972	-0.00258026	
-0.0015474	-0.00201427	
-0.00154705	-0.0014502	
-0.00109222	-0.00120945	
-0.00104232	-0.000515731	
-0.00074471	0	
-0.00074471	-0.004	
-0.00106338	-0.00347343	
-0.00110845	-0.00288262	
-0.00108866	-0.00230462	
-0.00109895	-0.00175055	
-0.000729036	-0.0014995	
-0.0005682	-0.0010465	
-0.000359186	-0.000485918	
-0.000117065	0	
-0.000117065	-0.004	
-0.000429635	-0.00349809	
-0.000683718	-0.00306797	
-0.000644893	-0.00259558	
0.000510543	0	
-0.000582567	-0.00200442	
-0.000269034	-0.00150465	
-1.7954e-05	-0.00100078	
0.000229249	-0.000494077	
0.000510543	-0.004	
0.000178692	-0.00348864	
-0.000150716	-0.00293103	
-0.000224914	-0.00239138	
0.00112942	0	
0.000832289	-0.000485691	
-1.24678e-05	-0.00198626	
0.000296021	-0.00149047	
0.000563471	-0.000983066	
0.00112942	-0.004	
0.000815461	-0.00350959	
0.000507955	-0.00300298	
0.000264797	-0.00247724	
0.00172434	0	
0.00142809	-0.000470807	
0.00115813	-0.000956518	
0.000610718	-0.00199493	
0.000906859	-0.00147545	
0.00172434	-0.004	
0.00142638	-0.0035286	
0.00114682	-0.00303715	
0.000893014	-0.00252058	
0.00199842	-0.000452293	
0.00228131	0	
0.0017359	-0.000920961	
0.00149685	-0.00140845	
0.00131609	-0.00201956	
0.00228131	-0.004	
0.00199942	-0.00355189	
0.00174012	-0.00308466	
0.00151167	-0.00259214	
0.00228513	-0.000883896	
0.0025327	-0.000431096	
0.00279646	0	
0.00205887	-0.00135013	
0.0018344	-0.00174664	
0.00190911	-0.00220797	
0.00279646	-0.004	
0.00253023	-0.00357481	
0.00228475	-0.00313275	
0.00206484	-0.00268314	
0.00327291	0	
0.00259535	-0.00130762	
0.00280441	-0.000841767	
0.00302995	-0.000407453	
0.00327291	-0.004	
0.0023685	-0.0018464	
0.00235918	-0.00235994	
0.00302551	-0.00359621	
0.00279397	-0.00316728	
0.00258421	-0.0027215	
0.00371359	0	
0.00348947	-0.000381504	
0.00293892	-0.0017216	
0.00310041	-0.00123403	
0.00328371	-0.000790948	
0.00371359	-0.004	
0.00348718	-0.00361903	
0.00287865	-0.00224762	
0.00327247	-0.00321526	
0.00306736	-0.00275607	
0.00412117	0	
0.00391366	-0.000355418	
0.00327199	-0.00199411	
0.00372375	-0.000738037	
0.00342181	-0.00159658	
0.00355905	-0.00115721	
0.00412117	-0.004	
0.00391619	-0.00364177	
0.00372332	-0.00325835	
0.00339127	-0.00241959	
0.00354508	-0.00284629	
0.00449814	0	
0.00430599	-0.000330425	
0.00413044	-0.00068779	
0.00372715	-0.00200965	
0.0039792	-0.00108146	
0.00384639	-0.00150478	
0.00449814	-0.004	
0.00431365	-0.00366409	
0.00414034	-0.00330399	
0.00397984	-0.00292098	
0.00383644	-0.00250697	
0.00484681	0	
0.00516929	0	
-0.002	0.014	
-0.00164081	0.014	
0.00546755	0	
0.00484681	-0.004	
0.00466917	-0.0003066	
0.00415663	-0.00221305	
0.00450748	-0.000639963	
0.00436765	-0.00100593	
0.00415222	-0.00180384	
0.00424853	-0.00139609	
0.00468154	-0.00368558	
0.00452733	-0.00334677	
0.0043834	-0.0029878	
0.00425452	-0.00261206	
0.00500511	-0.000283869	
0.00531574	-0.000262559	
-0.00174299	0.013748	
-0.002	0.0135987	
-0.00147792	0.0137196	
-0.00131607	0.014	
0.00574341	0	
0.00560298	-0.000242915	
0.00599856	0	
0.00623455	0	
0.00516929	-0.004	
0.00502086	-0.00370708	
0.00546755	-0.004	
0.00574341	-0.004	
