1000	2
0.0119961	36377.7	
0.00792522	36353.7	
0.00744024	36292.5	
0.00742781	36206.9	
0.00756876	36192.5	
0.00774691	36218.1	
0.00795573	36237.8	
0.00835262	36255	
0.00863393	36275.1	
0.00885417	36290.8	
0.00907017	36302.9	
0.00936057	36312.5	
0.00971109	36320.2	
0.00998043	36327.5	
0.0100646	36331.3	
0.0103197	36337.2	
0.0103606	36337.9	
0.0104798	36340.5	
0.0104476	36332.4	
0.0107515	36345.8	
0.0107165	36345.6	
0.010722	36346.8	
0.0108674	36349.4	
0.0108217	36349.6	
0.0108517	36349.9	
0.0108146	36349.5	
0.0108711	36350.8	
0.0106484	36339.4	
0.0108749	36352.1	
0.0107227	36340.9	
0.0108878	36352.9	
0.0108939	36353.2	
0.0106965	36340.3	
0.0109197	36353.5	
0.0109075	36353.9	
0.0109216	36353.8	
0.010877	36354.2	
0.0110058	36356.3	
0.0109075	36355.2	
0.0109507	36355.9	
0.0109006	36355.1	
0.0109931	36357.3	
0.0108901	36355.9	
0.0109275	36356.2	
0.0110209	36358	
0.0109322	36357.5	
0.0108921	36356.8	
0.0110032	36358.6	
0.0109312	36357.1	
0.010877	36356.7	
0.0108789	36357.1	
0.0108817	36356.8	
0.010881	36357.4	
0.0109077	36357.5	
0.0110106	36359.9	
0.0108992	36358.7	
0.0108993	36358.5	
0.0109772	36360.1	
0.0108897	36359	
0.0108947	36358.8	
0.0108896	36359.2	
0.01102	36360.6	
0.011005	36361.6	
0.0108921	36359.3	
0.0109121	36360.5	
0.0109005	36360.1	
0.0108931	36360.3	
0.011014	36362.3	
0.0109024	36360.7	
0.0110121	36362.3	
0.0109916	36362.2	
0.0109135	36360.3	
0.0110135	36362.9	
0.0109107	36361.8	
0.0109855	36362.9	
0.0109023	36361.6	
0.0108915	36362.1	
0.0109277	36361.4	
0.0109846	36363.1	
0.0108897	36362.2	
0.0108915	36362.1	
0.0110026	36363.3	
0.0109237	36362.9	
0.0110032	36364.3	
0.0109132	36363.1	
0.0109882	36364.4	
0.0108892	36363	
0.0110391	36364.2	
0.0109901	36365.1	
0.0110135	36364.8	
0.0108914	36363.6	
0.0110102	36364.4	
0.0109531	36365.8	
0.0109156	36363.1	
0.0109761	36365	
0.0109242	36363.1	
0.0110328	36364.9	
0.0108845	36364.2	
0.0109005	36363.8	
0.0108828	36364.1	
0.0108924	36364.6	
0.0109811	36365.7	
0.0110065	36365.5	
0.010873	36364.2	
0.0109673	36365.8	
0.0109367	36364.8	
0.0109079	36364.6	
0.0110099	36365.8	
0.0109643	36366.4	
0.010963	36366.4	
0.0109088	36365	
0.0108766	36365.1	
0.0108808	36364.9	
0.0108749	36364.9	
0.0108838	36365.2	
0.0108999	36365.4	
0.0109767	36366	
0.0108906	36365.6	
0.01087	36364.9	
0.0108973	36364.4	
0.0108918	36365.2	
0.0108857	36365.3	
0.0108814	36364.9	
0.0109711	36366.1	
0.0108858	36364.8	
0.0108993	36364.6	
0.0109005	36365.4	
0.0108653	36365.2	
0.0109491	36366.6	
0.0109962	36366.6	
0.0109003	36366.1	
0.0109519	36366.1	
0.0109717	36366.4	
0.0108835	36365.2	
0.0109094	36365.5	
0.0109714	36366.3	
0.0108809	36365.1	
0.0108678	36365.2	
0.0109767	36366	
0.0109102	36365.3	
0.0108809	36364.6	
0.0110063	36366.1	
0.0108647	36365.6	
0.0108684	36365.2	
0.010976	36366.5	
0.0110034	36366.5	
0.0109042	36365.4	
0.0109591	36366.4	
0.0110082	36366.7	
0.0110154	36367	
0.0108728	36365.4	
0.010875	36365.4	
0.0108784	36365	
0.0109565	36366.4	
0.0108632	36365	
0.0108824	36365	
0.0108838	36365.3	
0.0108901	36365.3	
0.0108967	36365.6	
0.0108716	36365	
0.0108674	36365.2	
0.0108646	36364.9	
0.0109056	36365.1	
0.0109612	36366.5	
0.0109907	36366.2	
0.0109861	36367.2	
0.0108957	36365.4	
0.0108742	36365.1	
0.0108744	36365.2	
0.0109794	36366.4	
0.0109767	36366.3	
0.0108704	36365.1	
0.0108729	36365.1	
0.0108874	36364.1	
0.0108877	36365	
0.0109772	36365.8	
0.0108736	36364.7	
0.0108664	36365.1	
0.0108722	36365.2	
0.0109649	36366	
0.0109809	36366.2	
0.0108651	36365.5	
0.0109917	36365.8	
0.0108735	36364.5	
0.0108672	36364.9	
0.0108694	36364.7	
0.0109436	36366.1	
0.0109913	36366.2	
0.0108835	36364.7	
0.0108604	36364.7	
0.0108661	36365.1	
0.0109968	36366	
0.0108788	36364.7	
