300	4
0.021638	0.00784454	10.3062	0.204831	
0.0502349	0.0067084	9.53503	0.208869	
0.129209	0.00618294	9.06752	0.236164	
0.370552	0.00510374	8.70593	0.273098	
0.0459178	0.00618874	10.5309	0.320376	
0.0152429	0.00663987	10.8343	0.263586	
0.0106613	0.0060885	10.2826	0.223679	
0.00853287	0.0055688	9.83776	0.201174	
0.0072952	0.00523616	9.52548	0.187017	
0.00654782	0.00504473	9.31782	0.178438	
0.00608956	0.00493193	9.17295	0.172737	
0.00581014	0.00486871	9.07479	0.169439	
0.0056262	0.00482479	8.99504	0.167373	
0.00548997	0.00479237	8.93435	0.166054	
0.0053741	0.0047643	8.87182	0.16401	
0.00528785	0.00474872	8.83099	0.16322	
0.00521647	0.00473652	8.79367	0.162431	
0.00515324	0.00472067	8.75365	0.161369	
0.00510226	0.00470822	8.71742	0.16043	
0.00505954	0.00470609	8.69603	0.15929	
0.00502527	0.00469672	8.67279	0.159847	
0.00499358	0.00469193	8.6559	0.15965	
0.00496626	0.00468479	8.63291	0.159029	
0.00494792	0.00467877	8.61589	0.158909	
0.00493239	0.00467696	8.59904	0.158725	
0.00491701	0.00467259	8.58546	0.15857	
0.00490253	0.00466963	8.57061	0.158181	
0.00488759	0.00467765	8.55851	0.15713	
0.00488116	0.00466797	8.54617	0.157866	
0.00487065	0.00467225	8.54374	0.158071	
0.00485963	0.00467302	8.53151	0.157861	
0.00485211	0.00467446	8.52192	0.157901	
0.00484159	0.00467594	8.51293	0.157546	
0.0048348	0.00467947	8.50615	0.157659	
0.00482663	0.00468	8.49636	0.157446	
0.00481702	0.00469341	8.48829	0.156383	
0.00481156	0.00468641	8.48199	0.157026	
0.00480604	0.00470121	8.47849	0.156417	
0.00480196	0.00470448	8.4717	0.156279	
0.00479846	0.00469665	8.46741	0.157046	
0.00479082	0.00469774	8.46161	0.156854	
0.00478544	0.00470108	8.45891	0.156927	
0.00477799	0.0047134	8.45117	0.155793	
0.00477466	0.00471965	8.45002	0.156082	
0.00477331	0.00471116	8.44955	0.15697	
0.00476778	0.00471136	8.44371	0.156807	
0.00476211	0.00471329	8.43812	0.156803	
0.00476133	0.00471711	8.43549	0.156868	
0.00475378	0.00473416	8.43254	0.15601	
