30	2
4.0906	3.30154e+06	
9.64552	6.9788e+06	
11.3868	7.43703e+06	
12.1965	7.75548e+06	
13.0789	8.21588e+06	
13.8163	8.68039e+06	
14.5651	9.16413e+06	
15.2901	9.66124e+06	
16.0116	1.01756e+07	
16.716	1.06637e+07	
17.01	1.09319e+07	
16.8475	1.0952e+07	
16.6682	1.09135e+07	
16.555	1.08876e+07	
16.4926	1.08785e+07	
16.4657	1.08795e+07	
16.4542	1.0884e+07	
16.4488	1.08889e+07	
16.4456	1.08933e+07	
16.4447	1.08971e+07	
16.4464	1.09008e+07	
16.4487	1.09037e+07	
16.45	1.09056e+07	
16.4506	1.09065e+07	
16.4513	1.09069e+07	
16.4515	1.09069e+07	
16.451	1.09064e+07	
16.4504	1.0906e+07	
16.45	1.09057e+07	
16.4493	1.09052e+07	
