30	4
2238.97	498.343	311.38	845.535	
3615.69	968.404	671.968	2065.31	
848.051	937.194	745.141	2281.74	
723.254	929.667	811.87	2204.93	
536.542	927.823	892.461	2374.63	
519.799	936.396	974.748	2561.08	
489.382	952.073	1066.46	2759.49	
477.675	975.166	1165.42	2966.63	
471.138	1004.48	1272.28	3182.75	
125.602	1034.28	1381.56	3394.64	
36.0776	1057.1	1434.44	3466.28	
19.2633	1064.22	1412.39	3372.98	
14.9326	1060.71	1377.45	3276.3	
13.3661	1058.02	1354.36	3223.88	
12.4602	1055.87	1340.64	3196.08	
11.8752	1054.34	1333.4	3182.33	
11.3948	1053.4	1329.42	3175.75	
11.0476	1052.71	1326.83	3171.89	
10.7781	1052.18	1324.96	3168.98	
10.6002	1051.71	1323.66	3166.92	
10.4407	1051.26	1322.82	3165.58	
10.2866	1050.88	1322.19	3164.44	
10.1672	1050.57	1321.54	3163.29	
10.0841	1050.2	1320.9	3162.26	
9.99983	1049.72	1320.26	3161.09	
9.87403	1049.21	1319.54	3159.59	
9.78819	1048.78	1318.82	3158.11	
9.71052	1048.47	1318.3	3157.22	
9.63383	1048.24	1317.9	3156.7	
9.55596	1048.11	1317.56	3156.25	
