301	6
23.9851	23.9641	0	0.009149	23.9759	0	
1.00082	0.999467	0.000815521	0.000381446	0.999619	0	
0.931837	0.929791	0.00166575	0.000331513	0.92984	0	
0.882257	0.875949	0.0036494	0.000297104	0.878311	0	
0.825231	0.794204	0.0134741	0.000248738	0.811508	0	
0.984088	0.95403	0.00233327	0.000286885	0.981468	0	
1.03619	1.0044	0.000680194	0.000306286	1.03521	0	
1.00619	0.972181	0.000509854	0.000296071	1.00539	0	
0.978449	0.942714	0.000430424	0.000285227	0.977733	0	
0.96164	0.924354	0.000381302	0.000278294	0.960981	0	
0.946385	0.907648	0.000345631	0.000272553	0.945767	0	
0.915524	0.876814	0.000364683	0.000261081	0.914898	0	
0.903284	0.863479	0.000333376	0.000258188	0.902693	0	
0.914313	0.871972	0.000259833	0.000265228	0.913788	0	
0.887838	0.846045	0.000287111	0.000256926	0.887294	0	
0.883576	0.841249	0.000276985	0.000256837	0.883042	0	
0.876789	0.83396	0.000268527	0.000256142	0.876265	0	
0.873845	0.830526	0.000262079	0.00025679	0.873326	0	
0.871957	0.82828	0.000257541	0.000257324	0.871443	0	
0.868469	0.824505	0.000254459	0.000256649	0.867958	0	
0.864929	0.820658	0.000251546	0.00025549	0.864422	0	
0.879911	0.833604	0.000209893	0.000261822	0.879439	0	
0.858999	0.813696	0.00024476	0.000252748	0.858501	0	
0.856708	0.810999	0.000242501	0.000252055	0.856214	0	
0.854814	0.809378	0.000262677	0.000248127	0.854303	0	
0.851544	0.805	0.000238112	0.000250694	0.851055	0	
0.850825	0.803941	0.000236052	0.000250228	0.850339	0	
0.848621	0.801308	0.000233623	0.0002496	0.848138	0	
0.843902	0.79675	0.000253904	0.000245937	0.843402	0	
0.842047	0.794756	0.000253825	0.000245311	0.841547	0	
0.858244	0.808237	0.000192834	0.000254229	0.857797	0	
0.835995	0.788078	0.000243887	0.000243559	0.835508	0	
0.833752	0.785739	0.000241408	0.000243449	0.833267	0	
0.832877	0.784855	0.000240781	0.000243188	0.832393	0	
0.832416	0.783276	0.00022228	0.000246366	0.831947	0	
0.834808	0.785395	0.000221425	0.000247045	0.83434	0	
0.833968	0.784466	0.000219789	0.000247461	0.8335	0	
0.829908	0.781048	0.000235423	0.000244462	0.829428	0	
0.830707	0.78079	0.000217138	0.000248014	0.830242	0	
0.83119	0.781016	0.000216358	0.000248627	0.830725	0	
0.830621	0.780361	0.000215715	0.000248868	0.830157	0	
0.846242	0.793889	0.00018191	0.000255791	0.845804	0	
0.845746	0.793399	0.000180743	0.000255688	0.845309	0	
0.82907	0.779092	0.000234665	0.00024703	0.828588	0	
0.82369	0.773569	0.000228359	0.000245457	0.823216	0	
0.82699	0.776104	0.000213141	0.000248579	0.826528	0	
0.826586	0.775683	0.00021287	0.00024846	0.826124	0	
0.825284	0.774323	0.000213025	0.000247665	0.824823	0	
0.821785	0.771558	0.000228795	0.000243748	0.821313	0	
0.824518	0.773149	0.00021356	0.000246663	0.824057	0	
0.822631	0.771107	0.000213686	0.000245942	0.822171	0	
0.822707	0.771068	0.000213645	0.000245728	0.822248	0	
0.820353	0.76845	0.000213309	0.000245055	0.819895	0	
0.819355	0.767106	0.000212896	0.00024476	0.818897	0	
0.818309	0.766085	0.000212495	0.000244623	0.817851	0	
0.815402	0.763613	0.000228496	0.000241244	0.814932	0	
0.816334	0.763811	0.000212224	0.000243372	0.815879	0	
0.81347	0.760775	0.000212091	0.000242212	0.813015	0	
0.813522	0.760832	0.000212121	0.000242061	0.813068	0	
0.813581	0.760783	0.000212387	0.000241898	0.813127	0	
0.810901	0.757949	0.000212349	0.000240639	0.810448	0	
0.806534	0.754109	0.00022675	0.000236938	0.80607	0	
0.806725	0.754626	0.000226969	0.000236485	0.806261	0	
0.80695	0.75362	0.000212356	0.000238407	0.806499	0	
0.806379	0.752919	0.000211823	0.000238078	0.805929	0	
0.806084	0.752505	0.000211246	0.000238279	0.805635	0	
0.802203	0.749404	0.000224662	0.000235343	0.801743	0	
0.805261	0.751601	0.000210824	0.000238521	0.804812	0	
0.805286	0.751558	0.000210576	0.000238448	0.804837	0	
0.803948	0.750235	0.000210607	0.00023801	0.8035	0	
0.803601	0.749734	0.000210515	0.00023776	0.803152	0	
0.803792	0.749929	0.000210466	0.000237798	0.803344	0	
0.80296	0.749134	0.000210319	0.000237585	0.802512	0	
0.802297	0.748361	0.000210518	0.000237108	0.80185	0	
