300	2
0.0108354	148.511	
0.00895974	155.581	
0.00799145	170.467	
0.0070583	196.728	
0.00739405	204.264	
0.0078203	175.91	
0.00782581	162.48	
0.00778358	154.716	
0.00776579	150.637	
0.00774217	147.051	
0.00754876	158.124	
0.00752054	154.927	
0.00769769	139.693	
0.00750606	150.428	
0.00750137	149.922	
0.00748174	148.864	
0.00748341	148.752	
0.00748515	148.957	
0.00747908	148.658	
0.00747219	148.338	
0.0076489	135.434	
0.00745807	147.128	
0.00745158	146.886	
0.00744816	157.611	
0.00744244	146.781	
0.00744626	146.833	
0.00744468	146.693	
0.00742934	156.175	
0.00742238	155.852	
0.00761481	133.891	
0.00740534	154.993	
0.00739116	154.868	
0.00739054	155.793	
0.0074057	145.817	
0.00742854	146.634	
0.00741972	146.565	
0.00738956	156.255	
0.00740772	146.347	
0.00741734	147.003	
0.00741265	146.865	
0.00759069	134.507	
0.00758438	134.044	
0.00739736	156.479	
0.0073734	155.325	
0.00740556	146.979	
0.00740023	146.836	
0.00739533	146.573	
0.00736738	156.246	
0.007405	147.126	
0.00739518	146.831	
0.00739615	147.002	
0.00738758	146.426	
0.0073941	146.674	
0.00738377	146.565	
0.00737028	155.994	
0.00738781	146.631	
0.00737726	146.135	
0.00737764	146.041	
0.00738308	146.623	
0.00737662	146.17	
0.00735052	155.036	
0.00734556	156.054	
0.00737667	146.141	
0.00737616	146.256	
0.00737482	146.336	
0.00733447	154.481	
0.0073688	146.327	
0.00737209	146.519	
0.00736332	146.396	
0.0073676	146.442	
0.00736798	146.55	
0.00735979	146.372	
0.00736286	146.433	
0.0073597	146.58	
0.00735908	146.517	
0.00735754	146.298	
0.00736154	146.692	
0.0073555	146.608	
0.00735463	146.32	
0.00735178	156.806	
0.00735645	147.005	
0.00735059	157.903	
0.00731998	155.6	
0.00733949	146.295	
0.00733087	156.153	
0.00733558	156.99	
0.00733277	146.728	
0.00733318	146.801	
0.00733382	146.97	
0.00732934	147.146	
0.00733781	145.149	
0.00732443	146.988	
0.00733111	147.48	
0.00732218	147.024	
0.00729146	155.784	
0.00732182	147.138	
0.00731977	147.214	
0.00732231	147.536	
0.00732379	147.411	
0.00731556	147.168	
0.00731615	147.041	
0.00731637	147.132	
0.00731549	147.234	
0.00732149	147.41	
0.00731181	147.066	
0.00730876	146.992	
0.00731471	147.256	
0.00731672	147.392	
0.00731717	147.304	
0.00731149	147.024	
0.00731394	147.2	
0.00731856	145.508	
0.00728634	156.571	
0.00729955	158.016	
0.00730565	147.25	
0.00731284	147.421	
0.00730664	147.121	
0.00728229	156.023	
0.00730865	147.44	
0.00731094	147.259	
0.00730294	147.182	
0.00731462	147.908	
0.00728096	156.27	
0.00731115	147.697	
0.00731366	145.529	
0.0072991	157.071	
0.00747703	135.077	
0.00731186	147.572	
0.00730564	146.972	
0.00731385	147.532	
0.00730775	147.354	
0.0073085	147.358	
0.00730496	147.451	
0.00730963	147.552	
0.00730292	147.315	
0.00730929	147.243	
0.00730904	147.604	
0.00748113	135.501	
0.00730529	147.095	
0.0073071	147.443	
0.00730687	147.395	
0.00748556	135.92	
0.00731796	145.528	
0.00731512	148.036	
0.00731083	147.865	
0.00731326	147.979	
0.0074782	135.616	
0.00730715	147.539	
0.00730436	147.514	
0.00730426	147.396	
0.00730311	147.483	
0.00730342	147.493	
0.00730316	147.333	
0.00726988	155.976	
0.00730677	145.696	
0.00730978	147.849	
0.00757164	134.83	
0.00731529	147.973	
0.00730168	147.334	
0.00727389	156.158	
0.00731023	147.892	
0.00730059	147.481	
0.00729413	147.354	
0.00730523	147.536	
0.00730366	147.749	
0.00730041	147.456	
0.00730517	147.901	
0.00730125	147.83	
0.00729908	147.686	
0.0073038	147.837	
0.00730942	145.983	
0.00730141	147.838	
0.00729991	147.542	
0.00729046	147.329	
0.00730165	147.985	
0.00730672	146.416	
0.00729901	147.95	
0.00729775	148.055	
0.0073012	148.458	
0.00730552	148.584	
0.00729226	147.752	
0.00746889	136.245	
0.00730083	148.312	
0.0073001	148.201	
0.00730413	148.604	
0.00730074	148.405	
0.00730477	148.567	
0.00730032	148.569	
0.00730339	148.723	
0.00730137	148.448	
0.00729649	148.132	
0.00729887	148.456	
0.00726475	156.953	
0.00730654	146.644	
0.00730676	149.188	
0.00729906	148.235	
0.00729791	148.29	
0.00729334	148.348	
0.00729987	148.564	
0.00729705	148.485	
0.00725905	156.617	
0.00730174	148.652	
0.00731019	146.837	
0.0072669	157.226	
0.0072981	148.5	
0.00730036	148.515	
0.00729753	148.492	
0.0072992	148.625	
0.00730752	146.758	
0.00747161	136.713	
0.00729677	148.33	
0.00747255	136.928	
0.0073009	148.325	
0.00729761	148.076	
0.00729252	148.096	
0.00729966	148.638	
0.00729922	146.196	
0.00746136	135.983	
0.00747336	136.846	
0.00729975	148.348	
0.00729782	148.471	
0.00729739	148.425	
0.00725791	156.283	
0.00730273	146.535	
0.00726103	157.005	
0.00729435	148.283	
0.00729692	148.352	
0.00730677	149.024	
0.00730052	148.594	
0.00729904	148.253	
0.00729102	148.013	
0.00729234	148.124	
0.00729573	148.31	
0.00729732	148.422	
0.00729948	148.606	
0.00729692	148.411	
0.00728942	147.895	
0.00729417	148.334	
0.00729606	148.286	
0.00729474	148.496	
0.00729593	148.238	
0.00729995	148.697	
0.00729625	148.357	
0.00728905	148.035	
0.00730097	148.762	
0.00729188	148.077	
0.00729108	148.155	
0.00730083	148.648	
0.00729957	148.648	
0.00747736	137.805	
0.00728663	147.838	
0.00727045	157.439	
0.00729829	148.613	
0.007285	148.036	
0.0072706	157.255	
0.00729608	148.598	
0.00730351	148.993	
0.00726643	157.282	
0.00729061	148.258	
0.00729595	148.252	
0.00729143	148.424	
0.00729789	148.562	
0.00729488	148.433	
0.00729504	148.513	
0.00728925	148.028	
0.00730315	146.658	
0.00729082	148.113	
0.00729021	148.049	
0.00747067	137.404	
0.00729532	148.388	
0.00729609	148.619	
0.00728507	148.331	
0.00726271	156.661	
0.00729889	148.772	
0.00729649	148.548	
0.00728625	148.193	
0.00728869	148.393	
0.0072582	157.127	
0.00729427	148.652	
0.00730191	148.882	
0.00729153	148.322	
0.00729155	148.395	
0.00729214	148.535	
0.0072859	148.101	
0.00729264	148.539	
0.00729932	148.922	
0.00729187	148.45	
0.00730795	147.087	
0.00729464	148.566	
0.00729762	148.903	
0.00729874	149.03	
0.00729654	148.908	
0.00726407	157.254	
0.00726047	156.872	
0.00730579	149.325	
0.00746518	136.982	
0.0072853	158.798	
0.00727629	158.037	
0.00728969	148.251	
0.00729146	148.633	
