51521
-0.5	-0.5	
-0.5	-0.4875	
-0.4875	-0.5	
-0.49375	-0.49375	
-0.475	-0.5	
-0.48125	-0.49375	
-0.5	-0.475	
-0.49375	-0.48125	
-0.4875	-0.4875	
-0.5	-0.4625	
-0.49375	-0.46875	
-0.4625	-0.5	
-0.46875	-0.49375	
-0.475	-0.4875	
-0.4875	-0.475	
-0.48125	-0.48125	
-0.5	-0.45	
-0.49375	-0.45625	
-0.45	-0.5	
-0.45625	-0.49375	
-0.4875	-0.4625	
-0.48125	-0.46875	
-0.4625	-0.4875	
-0.46875	-0.48125	
-0.475	-0.475	
-0.5	-0.4375	
-0.49375	-0.44375	
-0.4375	-0.5	
-0.44375	-0.49375	
-0.4875	-0.45	
-0.48125	-0.45625	
-0.45	-0.4875	
-0.45625	-0.48125	
-0.475	-0.4625	
-0.4625	-0.475	
-0.46875	-0.46875	
-0.425	-0.5	
-0.43125	-0.49375	
-0.5	-0.425	
-0.49375	-0.43125	
-0.4875	-0.4375	
-0.48125	-0.44375	
-0.4375	-0.4875	
-0.44375	-0.48125	
-0.475	-0.45	
-0.46875	-0.45625	
-0.45	-0.475	
-0.45625	-0.46875	
-0.4625	-0.4625	
-0.5	-0.4125	
-0.49375	-0.41875	
-0.4125	-0.5	
-0.41875	-0.49375	
-0.425	-0.4875	
-0.43125	-0.48125	
-0.4875	-0.425	
-0.48125	-0.43125	
-0.475	-0.4375	
-0.46875	-0.44375	
-0.4375	-0.475	
-0.44375	-0.46875	
-0.4625	-0.45	
-0.45	-0.4625	
-0.45625	-0.45625	
-0.4	-0.5	
-0.40625	-0.49375	
-0.5	-0.4	
-0.49375	-0.40625	
-0.4875	-0.4125	
-0.48125	-0.41875	
-0.4125	-0.4875	
-0.41875	-0.48125	
-0.425	-0.475	
-0.43125	-0.46875	
-0.475	-0.425	
-0.46875	-0.43125	
-0.4625	-0.4375	
-0.45625	-0.44375	
-0.4375	-0.4625	
-0.44375	-0.45625	
-0.45	-0.45	
-0.3875	-0.5	
-0.39375	-0.49375	
-0.5	-0.3875	
-0.49375	-0.39375	
-0.4	-0.4875	
-0.40625	-0.48125	
-0.4875	-0.4	
-0.48125	-0.40625	
-0.475	-0.4125	
-0.46875	-0.41875	
-0.4125	-0.475	
-0.41875	-0.46875	
-0.425	-0.4625	
-0.43125	-0.45625	
-0.4625	-0.425	
-0.45625	-0.43125	
-0.45	-0.4375	
-0.4375	-0.45	
-0.44375	-0.44375	
-0.375	-0.5	
-0.38125	-0.49375	
-0.5	-0.375	
-0.49375	-0.38125	
-0.3875	-0.4875	
-0.39375	-0.48125	
-0.4875	-0.3875	
-0.48125	-0.39375	
-0.4	-0.475	
-0.40625	-0.46875	
-0.475	-0.4	
-0.46875	-0.40625	
-0.4625	-0.4125	
-0.45625	-0.41875	
-0.4125	-0.4625	
-0.41875	-0.45625	
-0.425	-0.45	
-0.43125	-0.44375	
-0.45	-0.425	
-0.44375	-0.43125	
-0.4375	-0.4375	
-0.5	-0.3625	
-0.49375	-0.36875	
-0.3625	-0.5	
-0.36875	-0.49375	
-0.375	-0.4875	
-0.38125	-0.48125	
-0.4875	-0.375	
-0.48125	-0.38125	
-0.3875	-0.475	
-0.39375	-0.46875	
-0.475	-0.3875	
-0.46875	-0.39375	
-0.4	-0.4625	
-0.40625	-0.45625	
-0.4625	-0.4	
-0.45625	-0.40625	
-0.45	-0.4125	
-0.44375	-0.41875	
-0.4125	-0.45	
-0.41875	-0.44375	
-0.425	-0.4375	
-0.4375	-0.425	
-0.43125	-0.43125	
-0.5	-0.35	
-0.49375	-0.35625	
-0.35	-0.5	
-0.35625	-0.49375	
-0.4875	-0.3625	
-0.48125	-0.36875	
-0.3625	-0.4875	
-0.36875	-0.48125	
-0.375	-0.475	
-0.38125	-0.46875	
-0.475	-0.375	
-0.46875	-0.38125	
-0.3875	-0.4625	
-0.39375	-0.45625	
-0.4625	-0.3875	
-0.45625	-0.39375	
-0.4	-0.45	
-0.40625	-0.44375	
-0.45	-0.4	
-0.44375	-0.40625	
-0.4375	-0.4125	
-0.43125	-0.41875	
-0.4125	-0.4375	
-0.41875	-0.43125	
-0.425	-0.425	
-0.3375	-0.5	
-0.34375	-0.49375	
-0.5	-0.3375	
-0.49375	-0.34375	
-0.4875	-0.35	
-0.48125	-0.35625	
-0.35	-0.4875	
-0.35625	-0.48125	
-0.475	-0.3625	
-0.46875	-0.36875	
-0.3625	-0.475	
-0.36875	-0.46875	
-0.375	-0.4625	
-0.38125	-0.45625	
-0.4625	-0.375	
-0.45625	-0.38125	
-0.3875	-0.45	
-0.39375	-0.44375	
-0.45	-0.3875	
-0.44375	-0.39375	
-0.4	-0.4375	
-0.40625	-0.43125	
-0.4375	-0.4	
-0.43125	-0.40625	
-0.425	-0.4125	
-0.4125	-0.425	
-0.41875	-0.41875	
-0.325	-0.5	
-0.33125	-0.49375	
-0.5	-0.325	
-0.49375	-0.33125	
-0.3375	-0.4875	
-0.34375	-0.48125	
-0.4875	-0.3375	
-0.48125	-0.34375	
-0.475	-0.35	
-0.46875	-0.35625	
-0.35	-0.475	
-0.35625	-0.46875	
-0.4625	-0.3625	
-0.45625	-0.36875	
-0.3625	-0.4625	
-0.36875	-0.45625	
-0.375	-0.45	
-0.38125	-0.44375	
-0.45	-0.375	
-0.44375	-0.38125	
-0.3875	-0.4375	
-0.39375	-0.43125	
-0.4375	-0.3875	
-0.43125	-0.39375	
-0.4	-0.425	
