300	2
0.00822929	5783.41	
0.0076231	5783.35	
0.00679866	5735.41	
0.00712716	5735.56	
0.00734177	5735.66	
0.00750476	5735.75	
0.00763507	5735.83	
0.00771541	5735.88	
0.00775872	5735.91	
0.0077851	5735.93	
0.00780531	5735.95	
0.00782352	5735.96	
0.00784504	5735.97	
0.00786088	5735.99	
0.00787527	5736	
0.00788837	5736.01	
0.00789992	5736.02	
0.00791038	5736.03	
0.0079195	5736.04	
0.00792739	5736.05	
0.00793384	5736.05	
0.00793959	5736.06	
0.00794458	5736.06	
0.00794891	5736.07	
0.00795271	5736.07	
0.0079559	5736.08	
0.00795859	5736.08	
0.00796096	5736.08	
0.00796269	5736.08	
0.00796424	5736.09	
0.00796527	5736.09	
0.00796614	5736.09	
0.00796665	5736.09	
0.00796703	5736.09	
0.00796725	5736.09	
0.00796722	5736.09	
0.00796723	5736.09	
0.00796714	5736.09	
0.00796681	5736.09	
0.00796657	5736.09	
0.00796631	5736.09	
0.00796589	5736.09	
0.00796556	5736.09	
0.00796524	5736.09	
0.00796498	5736.09	
0.0079646	5736.09	
0.00796445	5736.09	
0.00796415	5736.09	
0.00796398	5736.09	
0.0079637	5736.09	
0.0079635	5736.09	
0.00796331	5736.09	
0.00796316	5736.09	
0.00796296	5736.09	
0.00796281	5736.09	
0.0079627	5736.09	
0.00796254	5736.09	
0.00796244	5736.09	
0.00796224	5736.09	
0.00796215	5736.09	
0.00796202	5736.09	
0.00796197	5736.09	
0.00796184	5736.09	
0.00796178	5736.09	
0.00796173	5736.09	
0.00796168	5736.09	
0.00796161	5736.09	
0.00796156	5736.09	
0.00796149	5736.09	
0.00796137	5736.09	
0.00796138	5736.09	
0.00796133	5736.09	
0.00796125	5736.09	
0.00796121	5736.09	
0.00796114	5736.09	
0.00796119	5736.09	
0.0079611	5736.09	
0.00796105	5736.09	
0.00796102	5736.09	
0.00796104	5736.09	
0.00796107	5736.09	
0.00796103	5736.09	
0.007961	5736.09	
0.00796088	5736.09	
0.00796094	5736.09	
0.00796085	5736.09	
0.00796084	5736.09	
0.00796082	5736.09	
0.00796083	5736.09	
0.00796081	5736.09	
0.0079608	5736.09	
0.00796079	5736.09	
0.00796078	5736.09	
0.00796078	5736.09	
0.00796078	5736.09	
0.00796071	5736.09	
0.00796071	5736.09	
0.00796071	5736.09	
0.00796068	5736.09	
0.0079607	5736.09	
0.00796074	5736.09	
0.00796067	5736.09	
0.00796065	5736.09	
0.00796069	5736.09	
0.00796067	5736.09	
0.0079607	5736.09	
0.00796071	5736.09	
0.0079607	5736.09	
0.0079607	5736.09	
0.0079607	5736.09	
0.00796069	5736.09	
0.00796069	5736.09	
0.00796067	5736.09	
0.00796068	5736.09	
0.0079607	5736.09	
0.00796068	5736.09	
0.00796067	5736.09	
0.00796062	5736.09	
0.00796061	5736.09	
0.00796061	5736.09	
0.00796061	5736.09	
0.00796061	5736.09	
0.00796059	5736.09	
0.00796059	5736.09	
0.00796059	5736.09	
0.00796058	5736.09	
0.00796058	5736.09	
0.00796057	5736.09	
0.00796056	5736.09	
0.00796058	5736.09	
0.00796059	5736.09	
0.00796056	5736.09	
0.00796058	5736.09	
0.00796061	5736.09	
0.00796062	5736.09	
0.00796061	5736.09	
0.0079606	5736.09	
0.00796063	5736.09	
0.00796059	5736.09	
0.00796059	5736.09	
0.00796058	5736.09	
0.00796059	5736.09	
0.00796059	5736.09	
0.00796061	5736.09	
0.00796058	5736.09	
0.00796058	5736.09	
0.00796057	5736.09	
0.0079606	5736.09	
0.00796057	5736.09	
0.00796057	5736.09	
0.00796057	5736.09	
0.00796057	5736.09	
0.00796059	5736.09	
0.00796059	5736.09	
0.00796059	5736.09	
0.00796058	5736.09	
0.00796058	5736.09	
0.00796058	5736.09	
0.00796058	5736.09	
0.00796057	5736.09	
0.00796057	5736.09	
0.00796062	5736.09	
0.00796062	5736.09	
0.00796062	5736.09	
0.00796062	5736.09	
0.00796061	5736.09	
0.00796061	5736.09	
0.00796061	5736.09	
0.00796061	5736.09	
0.00796061	5736.09	
0.00796061	5736.09	
0.00796055	5736.09	
0.00796055	5736.09	
0.00796055	5736.09	
0.00796055	5736.09	
0.00796054	5736.09	
0.00796054	5736.09	
0.00796054	5736.09	
0.00796054	5736.09	
0.00796054	5736.09	
0.00796054	5736.09	
0.00796049	5736.09	
0.00796049	5736.09	
0.00796049	5736.09	
0.00796051	5736.09	
0.0079605	5736.09	
0.00796048	5736.09	
0.00796047	5736.09	
0.00796052	5736.09	
0.00796047	5736.09	
0.00796048	5736.09	
0.00796048	5736.09	
0.00796047	5736.09	
0.00796047	5736.09	
0.00796047	5736.09	
0.00796048	5736.09	
0.00796048	5736.09	
0.00796048	5736.09	
0.00796048	5736.09	
0.00796047	5736.09	
0.00796047	5736.09	
0.00796046	5736.09	
0.00796045	5736.09	
0.00796045	5736.09	
0.00796045	5736.09	
0.00796045	5736.09	
0.00796045	5736.09	
0.00796044	5736.09	
0.00796043	5736.09	
0.00796045	5736.09	
0.00796044	5736.09	
0.00796043	5736.09	
0.00796044	5736.09	
0.00796043	5736.09	
0.00796043	5736.09	
0.00796042	5736.09	
0.00796042	5736.09	
0.00796042	5736.09	
0.0079605	5736.09	
0.00796048	5736.09	
0.00796046	5736.09	
0.00796045	5736.09	
0.00796044	5736.09	
0.00796044	5736.09	
0.00796045	5736.09	
0.00796045	5736.09	
0.00796044	5736.09	
0.00796045	5736.09	
0.00796044	5736.09	
0.00796046	5736.09	
0.00796046	5736.09	
0.00796046	5736.09	
0.00796045	5736.09	
0.00796044	5736.09	
0.00796044	5736.09	
0.00796044	5736.09	
0.00796043	5736.09	
0.00796043	5736.09	
0.00796043	5736.09	
0.00796043	5736.09	
0.00796042	5736.09	
0.00796042	5736.09	
0.00796042	5736.09	
0.00796042	5736.09	
0.00796042	5736.09	
0.00796043	5736.09	
0.00796043	5736.09	
0.00796043	5736.09	
0.00796043	5736.09	
0.00796043	5736.09	
0.00796043	5736.09	
0.00796043	5736.09	
0.00796042	5736.09	
0.00796042	5736.09	
0.00796042	5736.09	
0.00796042	5736.09	
0.00796042	5736.09	
0.00796042	5736.09	
0.00796042	5736.09	
0.00796042	5736.09	
0.00796042	5736.09	
0.00796042	5736.09	
0.00796042	5736.09	
0.00796042	5736.09	
0.00796041	5736.09	
0.00796041	5736.09	
0.00796041	5736.09	
0.00796041	5736.09	
0.00796041	5736.09	
0.00796041	5736.09	
0.00796041	5736.09	
0.00796041	5736.09	
0.00796041	5736.09	
0.00796041	5736.09	
0.00796041	5736.09	
0.00796041	5736.09	
0.00796041	5736.09	
0.0079604	5736.09	
0.0079604	5736.09	
0.0079604	5736.09	
0.0079604	5736.09	
0.0079604	5736.09	
0.0079604	5736.09	
0.0079604	5736.09	
0.0079604	5736.09	
0.0079604	5736.09	
0.0079604	5736.09	
0.0079604	5736.09	
0.0079604	5736.09	
0.0079604	5736.09	
0.00796039	5736.09	
0.00796039	5736.09	
0.00796039	5736.09	
0.00796039	5736.09	
0.00796039	5736.09	
0.00796039	5736.09	
0.00796039	5736.09	
0.00796039	5736.09	
0.00796039	5736.09	
0.00796039	5736.09	
