36	2
0.00553935	4.80752	
0.00293822	7.26924	
0.0031692	23.4865	
0.00336972	18.0915	
0.00375378	14.401	
0.00388298	11.4604	
0.00384335	10.4179	
0.00379594	9.86644	
0.00394534	10.0866	
0.00388346	9.18235	
0.00399075	8.71412	
0.00393217	7.89901	
0.00402675	8.12918	
0.0039465	7.70983	
0.0039145	7.49999	
0.00400463	7.79395	
0.00387375	7.29357	
0.00392312	7.30298	
0.00390086	7.14286	
0.00398286	7.27013	
0.00390627	7.01572	
0.00392772	7.00094	
0.00390468	6.95273	
0.00390628	6.96384	
0.00390899	6.91267	
0.00390721	6.91115	
0.00392135	6.97344	
0.00391684	6.95372	
0.00397024	7.15385	
0.0039002	6.96275	
0.00389513	6.93965	
0.00391329	6.93949	
0.00390444	6.98533	
0.00390363	6.97335	
0.00389903	6.95376	
0.00389703	6.95057	
