300	2
0.0113355	57.1889	
0.00921645	62.4812	
0.00825095	74.495	
0.00780543	82.5179	
0.00841127	78.1429	
0.0083548	75.3276	
0.0083488	76.023	
0.0081978	72.9655	
0.00818375	72.748	
0.00816154	72.2	
0.00816269	72.2688	
0.00816088	72.379	
0.00814556	72.0786	
0.00816468	72.5916	
0.00816087	72.6024	
0.008128	71.8617	
0.00808767	70.9777	
0.00801704	70.691	
0.00814369	72.4917	
0.00812756	72.3034	
0.00814157	72.3917	
0.00818439	73.742	
0.00816285	73.0135	
0.00810696	71.5275	
0.00814168	72.5698	
0.0081307	72.323	
0.00806016	72.173	
0.00802631	69.4898	
0.00807433	71.0491	
0.00807117	72.6633	
0.00803789	71.9009	
0.00805694	72.2494	
0.00803594	71.7391	
0.0081011	71.65	
0.00806112	70.7056	
0.00808064	71.1529	
0.00810984	72.0283	
0.00811051	72.1134	
0.00810208	71.9579	
0.00811222	71.9277	
0.00811097	72.0909	
0.00813059	72.5966	
0.00813734	73.1179	
0.00807648	71.4083	
0.00810079	71.9901	
0.00812349	72.4688	
0.00808732	71.5558	
0.00810267	72.0414	
0.00811533	72.3938	
0.00810103	71.9419	
0.00793459	67.4185	
0.00812267	72.6472	
0.0080986	72.006	
0.00809781	71.7317	
0.0080542	70.8328	
0.00812729	72.7215	
0.00810051	71.8923	
0.00814224	73.2335	
0.00812335	72.5758	
0.00809267	71.6488	
0.00804374	70.5223	
0.00811915	72.6123	
0.00811252	72.4268	
0.00801408	69.3357	
0.00811644	72.5108	
0.00807364	71.5029	
0.00812812	72.9345	
0.0080123	71.4751	
0.00813695	73.0353	
0.00813394	73.08	
0.00811782	72.7225	
0.00813313	73.1976	
0.00813323	73.146	
0.00812524	72.8571	
0.00807083	71.6547	
0.00814855	73.6175	
0.00812204	73.0225	
0.00813037	73.1094	
0.00810766	72.704	
0.00808516	71.8225	
0.00810872	72.6287	
0.008061	71.3573	
0.00811541	72.5201	
0.00804677	70.9224	
0.00808165	71.984	
0.00811151	72.943	
0.00811784	73.027	
0.00809073	72.2891	
0.00814829	73.7229	
0.00807847	71.8098	
0.00809053	72.4006	
0.00793713	68.0893	
0.00810138	72.7482	
0.00807942	72.08	
0.0080524	71.5993	
0.00811771	73.5322	
0.00802703	71.2019	
0.00808328	72.6619	
0.0080533	71.5841	
0.00810119	73.2919	
0.00799901	70.4961	
0.00807881	72.8871	
0.00805408	72.5309	
0.00804154	72.4963	
0.00804553	72.8904	
0.00801744	71.8012	
0.00804808	72.8087	
0.0080319	72.5007	
0.00795176	70.7713	
0.00795194	70.7521	
0.00799694	72.6142	
0.00800288	72.779	
0.00799638	72.9539	
0.00799712	73.0323	
0.00796104	72.2861	
0.00794088	71.458	
0.00795896	72.2958	
0.00797627	73.0968	
0.00793781	72.3245	
0.00797558	73.4412	
0.00793782	72.767	
0.00790574	72.2138	
0.00791558	72.6941	
0.00793133	73.2973	
0.00794062	73.7085	
0.00789426	72.6719	
0.00791123	73.3225	
0.00791645	73.3414	
0.00789582	73.3314	
0.00789442	73.199	
0.00789237	73.4951	
0.00789268	73.7859	
0.00803064	63.7908	
0.00787539	73.5564	
0.00788649	73.86	
0.0078655	73.5856	
0.00783372	72.9593	
0.00787389	74.1632	
0.00785804	73.7174	
0.0078543	73.8468	
0.00784517	73.6468	
0.00785258	74.2258	
0.00783429	73.8522	
0.0078221	73.5271	
0.00782333	73.672	
0.0077972	73.0147	
0.0078035	73.5055	
0.00779611	73.4338	
0.00778563	73.2875	
0.00776017	73.0092	
0.00777208	73.0382	
0.00780011	73.8873	
0.00778577	73.5992	
0.00772204	72.5371	
0.00777755	73.67	
0.00776457	73.605	
0.00778578	74.3078	
0.0077661	73.8442	
0.00774667	73.3008	
0.00772708	73.0456	
0.00774784	73.5503	
0.00775294	73.7584	
0.00776626	74.0256	
0.00773153	73.5594	
0.00769528	72.6216	
0.007739	73.7392	
0.00773399	73.5175	
0.00770805	72.9198	
0.00775074	74.1632	
0.00773326	73.665	
0.00773632	73.5361	
0.00773242	73.9308	
0.00773733	73.5657	
0.00771589	72.8776	
0.00771832	73.3401	
0.00769992	72.186	
0.00771654	72.6772	
0.00773474	73.2178	
0.00773697	73.1363	
0.0077298	72.7659	
0.00773387	72.6686	
0.00773704	72.6579	
0.00773393	72.4239	
0.0077194	71.9089	
0.00773803	72.3223	
0.00770694	71.1214	
0.00773046	71.6432	
0.00772481	71.2311	
0.00774298	71.6261	
0.00774176	71.4187	
0.00773148	71.092	
0.00775325	71.5329	
0.00774288	71.3624	
0.0077586	71.7382	
0.00777947	72.3766	
0.00774655	71.4236	
0.00775214	71.4956	
0.00775735	71.5898	
0.00776515	71.8803	
0.0077578	71.6208	
0.00771955	70.4674	
0.00776128	71.6596	
0.00774339	71.1925	
0.00775972	71.5924	
0.00775953	71.6142	
0.00775489	71.5527	
0.00776192	71.6761	
0.00773906	71.1959	
0.00772441	70.6474	
0.00775523	71.5458	
0.00776	71.626	
0.00772961	70.7583	
0.00775562	71.472	
0.00774566	71.288	
0.00776562	71.8612	
0.00774048	71.1608	
0.00775534	71.6414	
0.00775563	71.6187	
0.00775407	71.5935	
0.0077691	71.9981	
0.00776595	71.9577	
0.00777271	71.003	
0.0077448	71.4426	
0.00776742	72.038	
0.00776078	71.8016	
0.00775407	71.6878	
0.00773382	71.0783	
0.00775017	71.5413	
0.00775848	71.7019	
0.00776349	71.9018	
0.00775663	71.7052	
0.00776539	71.987	
0.00775172	71.6102	
0.00775748	71.6488	
0.00773291	70.894	
0.00771723	70.7245	
0.00775801	71.6576	
0.0077244	70.7673	
0.00775845	71.6865	
0.00775261	71.6491	
0.00773088	71.119	
0.00775331	71.8862	
0.00771979	70.9994	
0.00776375	71.9461	
0.00774612	71.3994	
0.0077523	71.5051	
0.00773424	69.968	
0.00762634	67.8906	
0.0077395	71.3314	
0.00774853	71.5624	
0.00775652	71.7262	
0.00773991	71.2589	
0.00775011	71.6783	
0.00771714	70.5799	
0.00775006	71.6092	
0.0077603	71.8055	
0.0077592	71.7309	
0.00773858	71.1968	
0.00776161	71.8002	
0.00774389	71.3003	
0.00775694	71.6745	
0.00773484	71.2303	
0.00773738	71.3164	
0.00774937	71.5727	
0.00777296	72.2221	
0.00775885	71.7409	
0.00776341	71.9969	
0.00774569	71.4266	
0.00775995	71.7443	
0.00775044	70.3967	
0.00776092	71.8077	
0.00775037	71.488	
0.00777025	72.064	
0.00774699	71.5426	
0.00775893	71.8717	
0.00777429	72.2171	
0.00775759	71.6706	
0.00775575	71.6943	
0.00774124	71.3064	
0.00771707	70.7031	
0.00775831	71.7231	
0.00776517	71.9147	
0.00773084	70.9653	
0.00773863	71.4322	
0.00775644	71.7878	
0.00775064	71.5925	
0.00776073	71.8622	
0.0077572	71.987	
0.00777	72.1878	
0.0076287	68.745	
0.00777269	72.3603	
0.00774268	71.5016	
0.00768583	69.8961	
0.00775347	71.7083	
0.00772466	71.0789	
0.00777762	71.3502	
0.00763034	68.8967	
0.00775186	71.823	
0.0077515	71.7956	
0.00774843	71.6288	
